DATAFLOW,LIVESTOCK_AGR_AGR_003,AREA_AGR_AGR_003,YEAR_AGR_AGR_003,OBS_VALUE,OBS_STATUS
STATSNZ:AGR_AGR_003(1.0),7186,16,2021,,s
STATSNZ:AGR_AGR_003(1.0),7187,6,2021,,s
STATSNZ:AGR_AGR_003(1.0),6721,11,2021,,s
STATSNZ:AGR_AGR_003(1.0),6703,7,2021,398489,
STATSNZ:AGR_AGR_003(1.0),7687,2,2021,1952,
STATSNZ:AGR_AGR_003(1.0),7696,17,2021,73429,
STATSNZ:AGR_AGR_003(1.0),6954,7,2021,10433,
STATSNZ:AGR_AGR_003(1.0),7810,12,2021,0,
STATSNZ:AGR_AGR_003(1.0),7056,4,2022,27586,
STATSNZ:AGR_AGR_003(1.0),7059,9,2022,13030,
STATSNZ:AGR_AGR_003(1.0),7068,15,2022,11533,
STATSNZ:AGR_AGR_003(1.0),7071,4,2022,3058,
STATSNZ:AGR_AGR_003(1.0),7184,19,2022,380723,
STATSNZ:AGR_AGR_003(1.0),7185,10,2022,46584,
STATSNZ:AGR_AGR_003(1.0),7187,15,2022,974795,
STATSNZ:AGR_AGR_003(1.0),7190,15,2022,856255,
STATSNZ:AGR_AGR_003(1.0),6724,19,2022,2200907,
STATSNZ:AGR_AGR_003(1.0),6703,15,2022,3185696,
STATSNZ:AGR_AGR_003(1.0),7699,6,2022,53712,
STATSNZ:AGR_AGR_003(1.0),6954,1,2022,2775,
STATSNZ:AGR_AGR_003(1.0),6951,16,2022,142,
STATSNZ:AGR_AGR_003(1.0),6953,6,2022,3726,
STATSNZ:AGR_AGR_003(1.0),7057,13,2023,4513,
STATSNZ:AGR_AGR_003(1.0),7058,3,2023,21588,
STATSNZ:AGR_AGR_003(1.0),7067,9,2023,11608,
STATSNZ:AGR_AGR_003(1.0),7074,14,2023,7592,
STATSNZ:AGR_AGR_003(1.0),7193,4,2023,244240,
STATSNZ:AGR_AGR_003(1.0),7188,9,2023,,s
STATSNZ:AGR_AGR_003(1.0),6720,14,2023,186,
STATSNZ:AGR_AGR_003(1.0),6723,4,2023,22119,
STATSNZ:AGR_AGR_003(1.0),6723,5,2023,130473,
STATSNZ:AGR_AGR_003(1.0),6702,10,2023,9587350,
STATSNZ:AGR_AGR_003(1.0),7685,15,2023,46825,
STATSNZ:AGR_AGR_003(1.0),7686,5,2023,,s
STATSNZ:AGR_AGR_003(1.0),6949,19,2023,13961,
STATSNZ:AGR_AGR_003(1.0),7059,6,2024,39231,
STATSNZ:AGR_AGR_003(1.0),7068,11,2024,654,
STATSNZ:AGR_AGR_003(1.0),7071,1,2024,14165,
STATSNZ:AGR_AGR_003(1.0),7184,6,2024,,s
STATSNZ:AGR_AGR_003(1.0),6731,2,2024,,s
STATSNZ:AGR_AGR_003(1.0),6721,16,2024,2804708,
STATSNZ:AGR_AGR_003(1.0),6721,17,2024,2151884,
STATSNZ:AGR_AGR_003(1.0),6703,12,2024,,s
STATSNZ:AGR_AGR_003(1.0),6701,2,2024,,s
STATSNZ:AGR_AGR_003(1.0),7686,17,2024,32778,
STATSNZ:AGR_AGR_003(1.0),7687,7,2024,905,
STATSNZ:AGR_AGR_003(1.0),6951,12,2024,0,
STATSNZ:AGR_AGR_003(1.0),6954,10,1994,210673,
STATSNZ:AGR_AGR_003(1.0),6703,14,1994,164212,
STATSNZ:AGR_AGR_003(1.0),7074,1,1994,136047,
STATSNZ:AGR_AGR_003(1.0),7688,10,1994,111461,
STATSNZ:AGR_AGR_003(1.0),6954,7,1994,20387,
STATSNZ:AGR_AGR_003(1.0),7184,16,1994,16838,
STATSNZ:AGR_AGR_003(1.0),6722,2,1994,8372,
STATSNZ:AGR_AGR_003(1.0),7699,12,1994,343,
STATSNZ:AGR_AGR_003(1.0),6703,16,2002,5180236,
STATSNZ:AGR_AGR_003(1.0),7187,15,2002,394690,
STATSNZ:AGR_AGR_003(1.0),6953,20,2002,295309,
STATSNZ:AGR_AGR_003(1.0),7059,19,2002,88652,
STATSNZ:AGR_AGR_003(1.0),7185,10,2002,41423,
STATSNZ:AGR_AGR_003(1.0),6949,20,2002,40774,
STATSNZ:AGR_AGR_003(1.0),7687,11,2002,17496,
STATSNZ:AGR_AGR_003(1.0),7059,9,2002,15102,
STATSNZ:AGR_AGR_003(1.0),6953,7,2002,13663,
STATSNZ:AGR_AGR_003(1.0),7071,5,2002,9959,
STATSNZ:AGR_AGR_003(1.0),6724,18,2002,8830,
STATSNZ:AGR_AGR_003(1.0),6953,6,2002,6883,
STATSNZ:AGR_AGR_003(1.0),7065,17,2002,6298,
STATSNZ:AGR_AGR_003(1.0),7685,4,2002,5974,
STATSNZ:AGR_AGR_003(1.0),6727,1,2002,5731,
STATSNZ:AGR_AGR_003(1.0),7057,2,2002,5357,
STATSNZ:AGR_AGR_003(1.0),7688,1,2002,4584,
STATSNZ:AGR_AGR_003(1.0),7810,14,2002,536,
STATSNZ:AGR_AGR_003(1.0),6702,14,2003,72323,
STATSNZ:AGR_AGR_003(1.0),6724,9,2003,299813,
STATSNZ:AGR_AGR_003(1.0),6949,17,2003,518,
STATSNZ:AGR_AGR_003(1.0),6951,10,2003,2493,
STATSNZ:AGR_AGR_003(1.0),7065,8,2003,54880,
STATSNZ:AGR_AGR_003(1.0),7073,3,2003,77157,
STATSNZ:AGR_AGR_003(1.0),7073,11,2003,3922,
STATSNZ:AGR_AGR_003(1.0),7077,13,2003,69955,
STATSNZ:AGR_AGR_003(1.0),7190,14,2003,75105,
STATSNZ:AGR_AGR_003(1.0),7687,2,2003,9104,
STATSNZ:AGR_AGR_003(1.0),7696,9,2003,10590,
STATSNZ:AGR_AGR_003(1.0),7696,19,2003,440779,
STATSNZ:AGR_AGR_003(1.0),7810,5,2003,2262,
STATSNZ:AGR_AGR_003(1.0),7057,5,2004,13174,
STATSNZ:AGR_AGR_003(1.0),7059,12,2004,496,
STATSNZ:AGR_AGR_003(1.0),7064,2,2004,26528,
STATSNZ:AGR_AGR_003(1.0),7066,17,2004,23502,
STATSNZ:AGR_AGR_003(1.0),7067,10,2004,320179,
STATSNZ:AGR_AGR_003(1.0),7073,15,2004,42070,
STATSNZ:AGR_AGR_003(1.0),6722,13,2004,11916,
STATSNZ:AGR_AGR_003(1.0),6738,1,2004,59753,
STATSNZ:AGR_AGR_003(1.0),6701,8,2004,188922,
STATSNZ:AGR_AGR_003(1.0),7699,16,2004,206434,
STATSNZ:AGR_AGR_003(1.0),7685,20,2004,160738,
STATSNZ:AGR_AGR_003(1.0),7687,14,2004,25525,
STATSNZ:AGR_AGR_003(1.0),7688,4,2004,14770,
STATSNZ:AGR_AGR_003(1.0),6954,11,2004,486,
STATSNZ:AGR_AGR_003(1.0),6955,20,2004,803691,
STATSNZ:AGR_AGR_003(1.0),7810,17,2004,3344,
STATSNZ:AGR_AGR_003(1.0),7193,4,2005,329776,
STATSNZ:AGR_AGR_003(1.0),7185,11,2005,497,
STATSNZ:AGR_AGR_003(1.0),7188,16,2005,6744,
STATSNZ:AGR_AGR_003(1.0),7190,20,2005,3320005,
STATSNZ:AGR_AGR_003(1.0),6721,4,2005,247546,
STATSNZ:AGR_AGR_003(1.0),6723,11,2005,28033,
STATSNZ:AGR_AGR_003(1.0),7686,4,2005,14008,
STATSNZ:AGR_AGR_003(1.0),6951,10,2005,1923,
STATSNZ:AGR_AGR_003(1.0),6955,7,2005,32395,
STATSNZ:AGR_AGR_003(1.0),7057,14,2006,1499,
STATSNZ:AGR_AGR_003(1.0),7065,2,2006,12429,
STATSNZ:AGR_AGR_003(1.0),7067,17,2006,32827,
STATSNZ:AGR_AGR_003(1.0),7073,5,2006,18208,
STATSNZ:AGR_AGR_003(1.0),6720,15,2006,68914,
STATSNZ:AGR_AGR_003(1.0),6724,3,2006,282310,
STATSNZ:AGR_AGR_003(1.0),6738,19,2006,1327866,
STATSNZ:AGR_AGR_003(1.0),6702,8,2006,5374384,
STATSNZ:AGR_AGR_003(1.0),7685,16,2006,9787,
STATSNZ:AGR_AGR_003(1.0),7696,3,2006,46944,
STATSNZ:AGR_AGR_003(1.0),7077,18,2007,11905,
STATSNZ:AGR_AGR_003(1.0),7056,8,2007,167172,
STATSNZ:AGR_AGR_003(1.0),7059,6,2007,36655,
STATSNZ:AGR_AGR_003(1.0),7066,11,2007,5818,
STATSNZ:AGR_AGR_003(1.0),7068,18,2007,117,
STATSNZ:AGR_AGR_003(1.0),7073,9,2007,12894,
STATSNZ:AGR_AGR_003(1.0),6724,14,2007,3407,
STATSNZ:AGR_AGR_003(1.0),6701,2,2007,9767,
STATSNZ:AGR_AGR_003(1.0),7699,19,2007,965852,
STATSNZ:AGR_AGR_003(1.0),7686,17,2007,65075,
STATSNZ:AGR_AGR_003(1.0),7687,10,2007,198395,
STATSNZ:AGR_AGR_003(1.0),7696,15,2007,144686,
STATSNZ:AGR_AGR_003(1.0),6954,5,2007,1857,
STATSNZ:AGR_AGR_003(1.0),7057,17,2008,9302,
STATSNZ:AGR_AGR_003(1.0),7058,10,2008,111996,
STATSNZ:AGR_AGR_003(1.0),7064,8,2008,70510,
STATSNZ:AGR_AGR_003(1.0),7072,3,2008,54850,
STATSNZ:AGR_AGR_003(1.0),7072,19,2008,50251,
STATSNZ:AGR_AGR_003(1.0),7193,1,2008,392193,
STATSNZ:AGR_AGR_003(1.0),7188,13,2008,1233,
STATSNZ:AGR_AGR_003(1.0),6721,1,2008,293381,
STATSNZ:AGR_AGR_003(1.0),6723,8,2008,284179,
STATSNZ:AGR_AGR_003(1.0),6738,20,2008,2988537,
STATSNZ:AGR_AGR_003(1.0),6701,14,2008,2502,
STATSNZ:AGR_AGR_003(1.0),7688,9,2008,3416,
STATSNZ:AGR_AGR_003(1.0),6954,17,2008,4086,
STATSNZ:AGR_AGR_003(1.0),7077,4,2009,109541,
STATSNZ:AGR_AGR_003(1.0),7058,9,2009,5796,
STATSNZ:AGR_AGR_003(1.0),7064,16,2009,38827,
STATSNZ:AGR_AGR_003(1.0),7065,20,2009,308160,
STATSNZ:AGR_AGR_003(1.0),7193,9,2009,85331,
STATSNZ:AGR_AGR_003(1.0),7186,10,2009,20643,
STATSNZ:AGR_AGR_003(1.0),7188,7,2009,21313,
STATSNZ:AGR_AGR_003(1.0),6720,12,2009,43,
STATSNZ:AGR_AGR_003(1.0),6724,10,2009,2412026,
STATSNZ:AGR_AGR_003(1.0),7074,10,2010,584180,
STATSNZ:AGR_AGR_003(1.0),7184,7,2010,78642,
STATSNZ:AGR_AGR_003(1.0),6720,10,2010,153933,
STATSNZ:AGR_AGR_003(1.0),7685,10,2010,30225,
STATSNZ:AGR_AGR_003(1.0),7687,8,2010,38397,
STATSNZ:AGR_AGR_003(1.0),6953,3,2010,42564,
STATSNZ:AGR_AGR_003(1.0),7810,18,2010,14,
STATSNZ:AGR_AGR_003(1.0),7057,11,2011,2490,
STATSNZ:AGR_AGR_003(1.0),7059,18,2011,277,
STATSNZ:AGR_AGR_003(1.0),7185,2,2011,1469,
STATSNZ:AGR_AGR_003(1.0),6723,2,2011,13734,
STATSNZ:AGR_AGR_003(1.0),7699,15,2011,305960,
STATSNZ:AGR_AGR_003(1.0),7057,1,2012,14238,
STATSNZ:AGR_AGR_003(1.0),7057,2,2012,4154,
STATSNZ:AGR_AGR_003(1.0),7059,9,2012,12638,
STATSNZ:AGR_AGR_003(1.0),7071,4,2012,1973,
STATSNZ:AGR_AGR_003(1.0),7071,12,2012,,c
STATSNZ:AGR_AGR_003(1.0),7185,7,2012,4770,
STATSNZ:AGR_AGR_003(1.0),7187,15,2012,918736,
STATSNZ:AGR_AGR_003(1.0),6722,19,2012,156639,
STATSNZ:AGR_AGR_003(1.0),6727,8,2012,13763,
STATSNZ:AGR_AGR_003(1.0),6703,15,2012,3922980,
STATSNZ:AGR_AGR_003(1.0),7685,3,2012,8421,
STATSNZ:AGR_AGR_003(1.0),7687,11,2012,8526,
STATSNZ:AGR_AGR_003(1.0),7687,19,2012,372803,
STATSNZ:AGR_AGR_003(1.0),7696,18,2012,0,
STATSNZ:AGR_AGR_003(1.0),6949,20,2012,32274,
STATSNZ:AGR_AGR_003(1.0),6953,6,2012,7251,
STATSNZ:AGR_AGR_003(1.0),7067,5,2013,26081,
STATSNZ:AGR_AGR_003(1.0),7193,8,2013,448030,
STATSNZ:AGR_AGR_003(1.0),7193,10,2013,3912003,
STATSNZ:AGR_AGR_003(1.0),7185,15,2013,15294,
STATSNZ:AGR_AGR_003(1.0),7185,16,2013,,s
STATSNZ:AGR_AGR_003(1.0),7190,3,2013,1140749,
STATSNZ:AGR_AGR_003(1.0),6720,3,2013,21490,
STATSNZ:AGR_AGR_003(1.0),6720,11,2013,3132,
STATSNZ:AGR_AGR_003(1.0),6722,18,2013,,c
STATSNZ:AGR_AGR_003(1.0),6738,6,2013,392844,
STATSNZ:AGR_AGR_003(1.0),6949,7,2013,2398,
STATSNZ:AGR_AGR_003(1.0),6953,14,2013,,s
STATSNZ:AGR_AGR_003(1.0),7057,5,2014,12090,
STATSNZ:AGR_AGR_003(1.0),7059,12,2014,191,
STATSNZ:AGR_AGR_003(1.0),7066,3,2014,63461,
STATSNZ:AGR_AGR_003(1.0),7074,5,2014,67055,
STATSNZ:AGR_AGR_003(1.0),7184,13,2014,,c
STATSNZ:AGR_AGR_003(1.0),7187,3,2014,1526660,
STATSNZ:AGR_AGR_003(1.0),6731,8,2014,5328843,
STATSNZ:AGR_AGR_003(1.0),6727,3,2014,,s
STATSNZ:AGR_AGR_003(1.0),7699,9,2014,20727,
STATSNZ:AGR_AGR_003(1.0),7687,14,2014,17474,
STATSNZ:AGR_AGR_003(1.0),7059,3,2015,43119,
STATSNZ:AGR_AGR_003(1.0),7065,18,2015,,s
STATSNZ:AGR_AGR_003(1.0),7065,19,2015,39579,
STATSNZ:AGR_AGR_003(1.0),7071,6,2015,32602,
STATSNZ:AGR_AGR_003(1.0),7073,13,2015,427,
STATSNZ:AGR_AGR_003(1.0),7185,1,2015,5281,
STATSNZ:AGR_AGR_003(1.0),7187,8,2015,325290,
STATSNZ:AGR_AGR_003(1.0),7190,16,2015,192396,
STATSNZ:AGR_AGR_003(1.0),6721,14,2015,18725,
STATSNZ:AGR_AGR_003(1.0),6722,4,2015,4351,
STATSNZ:AGR_AGR_003(1.0),6703,9,2015,1279055,
STATSNZ:AGR_AGR_003(1.0),6701,20,2015,1030903,
STATSNZ:AGR_AGR_003(1.0),6702,16,2015,4430652,
STATSNZ:AGR_AGR_003(1.0),7687,4,2015,15108,
STATSNZ:AGR_AGR_003(1.0),7687,5,2015,5741,
STATSNZ:AGR_AGR_003(1.0),7696,12,2015,0,
STATSNZ:AGR_AGR_003(1.0),6953,10,2015,91722,
STATSNZ:AGR_AGR_003(1.0),7810,7,2015,1742,
STATSNZ:AGR_AGR_003(1.0),7059,1,2016,29884,
STATSNZ:AGR_AGR_003(1.0),7065,8,2016,48628,
STATSNZ:AGR_AGR_003(1.0),7065,16,2016,8808,
STATSNZ:AGR_AGR_003(1.0),7073,11,2016,1960,
STATSNZ:AGR_AGR_003(1.0),7187,6,2016,53755,
STATSNZ:AGR_AGR_003(1.0),7190,14,2016,128812,
STATSNZ:AGR_AGR_003(1.0),6721,12,2016,2731,
STATSNZ:AGR_AGR_003(1.0),6703,7,2016,362868,
STATSNZ:AGR_AGR_003(1.0),6702,14,2016,21696,
STATSNZ:AGR_AGR_003(1.0),7687,2,2016,3658,
STATSNZ:AGR_AGR_003(1.0),7687,3,2016,29380,
STATSNZ:AGR_AGR_003(1.0),7696,19,2016,232439,
STATSNZ:AGR_AGR_003(1.0),6949,17,2016,,c
STATSNZ:AGR_AGR_003(1.0),7810,5,2016,758,
STATSNZ:AGR_AGR_003(1.0),7056,12,2017,710,
STATSNZ:AGR_AGR_003(1.0),7065,17,2017,6839,
STATSNZ:AGR_AGR_003(1.0),7066,7,2017,14997,
STATSNZ:AGR_AGR_003(1.0),7071,5,2017,8474,
STATSNZ:AGR_AGR_003(1.0),7073,12,2017,,s
STATSNZ:AGR_AGR_003(1.0),7185,10,2017,42510,
STATSNZ:AGR_AGR_003(1.0),7187,7,2017,475249,
STATSNZ:AGR_AGR_003(1.0),7187,8,2017,348817,
STATSNZ:AGR_AGR_003(1.0),7190,15,2017,943423,
STATSNZ:AGR_AGR_003(1.0),6722,3,2017,18402,
STATSNZ:AGR_AGR_003(1.0),6724,18,2017,13832,
STATSNZ:AGR_AGR_003(1.0),6724,19,2017,2203370,
STATSNZ:AGR_AGR_003(1.0),6951,16,2017,134,
STATSNZ:AGR_AGR_003(1.0),6953,20,2017,242257,
STATSNZ:AGR_AGR_003(1.0),7810,14,2017,164,
STATSNZ:AGR_AGR_003(1.0),7056,13,2018,24197,
STATSNZ:AGR_AGR_003(1.0),7064,1,2018,44757,
STATSNZ:AGR_AGR_003(1.0),7066,8,2018,55125,
STATSNZ:AGR_AGR_003(1.0),7071,20,2018,104000,
STATSNZ:AGR_AGR_003(1.0),7187,9,2018,58604,
STATSNZ:AGR_AGR_003(1.0),6724,12,2018,5147,
STATSNZ:AGR_AGR_003(1.0),6703,19,2018,12515172,
STATSNZ:AGR_AGR_003(1.0),6701,10,2018,761914,
STATSNZ:AGR_AGR_003(1.0),6702,17,2018,3754018,
STATSNZ:AGR_AGR_003(1.0),7699,7,2018,2854,
STATSNZ:AGR_AGR_003(1.0),7687,5,2018,,s
STATSNZ:AGR_AGR_003(1.0),6954,19,2018,205628,
STATSNZ:AGR_AGR_003(1.0),6951,17,2018,,s
STATSNZ:AGR_AGR_003(1.0),7810,8,2018,3617,
STATSNZ:AGR_AGR_003(1.0),7056,4,2019,17605,
STATSNZ:AGR_AGR_003(1.0),7065,2,2019,10574,
STATSNZ:AGR_AGR_003(1.0),7067,17,2019,24952,
STATSNZ:AGR_AGR_003(1.0),7073,5,2019,8843,
STATSNZ:AGR_AGR_003(1.0),7193,12,2019,,s
STATSNZ:AGR_AGR_003(1.0),7187,10,2019,3002634,
STATSNZ:AGR_AGR_003(1.0),6723,13,2019,17380,
STATSNZ:AGR_AGR_003(1.0),6724,3,2019,,s
STATSNZ:AGR_AGR_003(1.0),6703,1,2019,231324,
STATSNZ:AGR_AGR_003(1.0),6702,8,2019,4274379,
STATSNZ:AGR_AGR_003(1.0),7686,13,2019,1671,
STATSNZ:AGR_AGR_003(1.0),7696,4,2019,,s
STATSNZ:AGR_AGR_003(1.0),6949,11,2019,,s
STATSNZ:AGR_AGR_003(1.0),7810,20,2019,38445,
STATSNZ:AGR_AGR_003(1.0),7067,1,2020,39034,
STATSNZ:AGR_AGR_003(1.0),7073,16,2020,23241,
STATSNZ:AGR_AGR_003(1.0),7074,20,2020,955747,
STATSNZ:AGR_AGR_003(1.0),7184,14,2020,,s
STATSNZ:AGR_AGR_003(1.0),7185,4,2020,2171,
STATSNZ:AGR_AGR_003(1.0),6720,20,2020,251067,
STATSNZ:AGR_AGR_003(1.0),6721,17,2020,2489224,
STATSNZ:AGR_AGR_003(1.0),7685,10,2020,43561,
STATSNZ:AGR_AGR_003(1.0),7687,15,2020,116048,
STATSNZ:AGR_AGR_003(1.0),6953,19,2020,137039,
STATSNZ:AGR_AGR_003(1.0),7810,18,2020,,s
STATSNZ:AGR_AGR_003(1.0),7064,4,2021,12788,
STATSNZ:AGR_AGR_003(1.0),7064,12,2021,202,
STATSNZ:AGR_AGR_003(1.0),7072,7,2021,8225,
STATSNZ:AGR_AGR_003(1.0),7074,15,2021,140132,
STATSNZ:AGR_AGR_003(1.0),7186,2,2021,920,
STATSNZ:AGR_AGR_003(1.0),7188,19,2021,151776,
STATSNZ:AGR_AGR_003(1.0),6720,8,2021,44317,
STATSNZ:AGR_AGR_003(1.0),6722,15,2021,47004,
STATSNZ:AGR_AGR_003(1.0),6738,3,2021,118778,
STATSNZ:AGR_AGR_003(1.0),6701,19,2021,576865,
STATSNZ:AGR_AGR_003(1.0),7686,20,2021,180164,
STATSNZ:AGR_AGR_003(1.0),7688,6,2021,,s
STATSNZ:AGR_AGR_003(1.0),6954,13,2021,,s
STATSNZ:AGR_AGR_003(1.0),6955,1,2021,,s
STATSNZ:AGR_AGR_003(1.0),7077,10,2022,2666541,
STATSNZ:AGR_AGR_003(1.0),7057,16,2022,16248,
STATSNZ:AGR_AGR_003(1.0),7058,5,2022,8367,
STATSNZ:AGR_AGR_003(1.0),7067,3,2022,54848,
STATSNZ:AGR_AGR_003(1.0),7067,11,2022,4973,
STATSNZ:AGR_AGR_003(1.0),7071,18,2022,430,
STATSNZ:AGR_AGR_003(1.0),7193,6,2022,68446,
STATSNZ:AGR_AGR_003(1.0),7185,14,2022,2717,
STATSNZ:AGR_AGR_003(1.0),6720,9,2022,11403,
STATSNZ:AGR_AGR_003(1.0),6720,16,2022,40757,
STATSNZ:AGR_AGR_003(1.0),6723,7,2022,32125,
STATSNZ:AGR_AGR_003(1.0),6727,14,2022,94,
STATSNZ:AGR_AGR_003(1.0),6702,2,2022,138505,
STATSNZ:AGR_AGR_003(1.0),7686,7,2022,723,
STATSNZ:AGR_AGR_003(1.0),7688,14,2022,4907,
STATSNZ:AGR_AGR_003(1.0),6949,5,2022,35,
STATSNZ:AGR_AGR_003(1.0),7059,7,2023,10141,
STATSNZ:AGR_AGR_003(1.0),7071,2,2023,,s
STATSNZ:AGR_AGR_003(1.0),7073,19,2023,45243,
STATSNZ:AGR_AGR_003(1.0),7184,8,2023,62491,
STATSNZ:AGR_AGR_003(1.0),7187,5,2023,,s
STATSNZ:AGR_AGR_003(1.0),7187,13,2023,,s
STATSNZ:AGR_AGR_003(1.0),6731,3,2023,1378422,
STATSNZ:AGR_AGR_003(1.0),6722,10,2023,130870,
STATSNZ:AGR_AGR_003(1.0),7696,16,2023,40263,
STATSNZ:AGR_AGR_003(1.0),6953,4,2023,,s
STATSNZ:AGR_AGR_003(1.0),7810,11,2023,341,
STATSNZ:AGR_AGR_003(1.0),7810,12,2023,,s
STATSNZ:AGR_AGR_003(1.0),7057,12,2024,36,
STATSNZ:AGR_AGR_003(1.0),7067,7,2024,17126,
STATSNZ:AGR_AGR_003(1.0),7193,3,2024,1566143,
STATSNZ:AGR_AGR_003(1.0),7193,19,2024,2521169,
STATSNZ:AGR_AGR_003(1.0),7185,17,2024,,s
STATSNZ:AGR_AGR_003(1.0),7185,19,2024,24448,
STATSNZ:AGR_AGR_003(1.0),7188,8,2024,21466,
STATSNZ:AGR_AGR_003(1.0),6720,5,2024,11995,
STATSNZ:AGR_AGR_003(1.0),6720,13,2024,6505,
STATSNZ:AGR_AGR_003(1.0),6738,8,2024,508465,
STATSNZ:AGR_AGR_003(1.0),6949,9,2024,616,
STATSNZ:AGR_AGR_003(1.0),6953,16,2024,3157,
STATSNZ:AGR_AGR_003(1.0),7686,20,1994,251376,
STATSNZ:AGR_AGR_003(1.0),6738,3,1994,246704,
STATSNZ:AGR_AGR_003(1.0),7077,7,1994,172784,
STATSNZ:AGR_AGR_003(1.0),6720,8,1994,81699,
STATSNZ:AGR_AGR_003(1.0),7810,20,1994,67843,
STATSNZ:AGR_AGR_003(1.0),7696,4,1994,24757,
STATSNZ:AGR_AGR_003(1.0),6723,13,1994,19018,
STATSNZ:AGR_AGR_003(1.0),7185,12,1994,7,
STATSNZ:AGR_AGR_003(1.0),7074,16,2002,87631,
STATSNZ:AGR_AGR_003(1.0),6720,16,2002,64589,
STATSNZ:AGR_AGR_003(1.0),6723,7,2002,49329,
STATSNZ:AGR_AGR_003(1.0),7058,6,2002,14811,
STATSNZ:AGR_AGR_003(1.0),7058,5,2002,11160,
STATSNZ:AGR_AGR_003(1.0),7072,16,2002,10370,
STATSNZ:AGR_AGR_003(1.0),7057,16,2002,10078,
STATSNZ:AGR_AGR_003(1.0),7068,1,2002,7488,
STATSNZ:AGR_AGR_003(1.0),7686,7,2002,2167,
STATSNZ:AGR_AGR_003(1.0),6951,3,2002,1209,
STATSNZ:AGR_AGR_003(1.0),6738,12,2002,371,
STATSNZ:AGR_AGR_003(1.0),6731,17,2003,5855296,
STATSNZ:AGR_AGR_003(1.0),6738,3,2003,207451,
STATSNZ:AGR_AGR_003(1.0),6954,13,2003,7228,
STATSNZ:AGR_AGR_003(1.0),7057,7,2003,4304,
STATSNZ:AGR_AGR_003(1.0),7067,2,2003,20782,
STATSNZ:AGR_AGR_003(1.0),7074,7,2003,26210,
STATSNZ:AGR_AGR_003(1.0),7188,3,2003,40430,
STATSNZ:AGR_AGR_003(1.0),7685,8,2003,10718,
STATSNZ:AGR_AGR_003(1.0),7058,8,2004,15740,
STATSNZ:AGR_AGR_003(1.0),7058,9,2004,4506,
STATSNZ:AGR_AGR_003(1.0),7068,4,2004,2233,
STATSNZ:AGR_AGR_003(1.0),7193,9,2004,95021,
STATSNZ:AGR_AGR_003(1.0),7184,20,2004,814758,
STATSNZ:AGR_AGR_003(1.0),7190,4,2004,199718,
STATSNZ:AGR_AGR_003(1.0),6721,9,2004,1288555,
STATSNZ:AGR_AGR_003(1.0),6724,10,2004,2650634,
STATSNZ:AGR_AGR_003(1.0),6738,15,2004,755099,
STATSNZ:AGR_AGR_003(1.0),7686,19,2004,232455,
STATSNZ:AGR_AGR_003(1.0),7687,10,2004,283734,
STATSNZ:AGR_AGR_003(1.0),6949,15,2004,21167,
STATSNZ:AGR_AGR_003(1.0),7068,12,2005,63,
STATSNZ:AGR_AGR_003(1.0),7073,17,2005,15006,
STATSNZ:AGR_AGR_003(1.0),6731,3,2005,2555163,
STATSNZ:AGR_AGR_003(1.0),6701,3,2005,142442,
STATSNZ:AGR_AGR_003(1.0),7699,3,2005,141515,
STATSNZ:AGR_AGR_003(1.0),6953,3,2005,44332,
STATSNZ:AGR_AGR_003(1.0),7057,10,2006,125526,
STATSNZ:AGR_AGR_003(1.0),7066,6,2006,44327,
STATSNZ:AGR_AGR_003(1.0),7073,11,2006,4135,
STATSNZ:AGR_AGR_003(1.0),7074,1,2006,84903,
STATSNZ:AGR_AGR_003(1.0),7184,16,2006,25189,
STATSNZ:AGR_AGR_003(1.0),6731,11,2006,323542,
STATSNZ:AGR_AGR_003(1.0),7685,2,2006,2536,
STATSNZ:AGR_AGR_003(1.0),7687,2,2006,5588,
STATSNZ:AGR_AGR_003(1.0),7696,17,2006,143917,
STATSNZ:AGR_AGR_003(1.0),6954,7,2006,15388,
STATSNZ:AGR_AGR_003(1.0),7057,12,2007,24,
STATSNZ:AGR_AGR_003(1.0),7058,2,2007,9047,
STATSNZ:AGR_AGR_003(1.0),7067,7,2007,20424,
STATSNZ:AGR_AGR_003(1.0),7193,3,2007,1669472,
STATSNZ:AGR_AGR_003(1.0),7185,17,2007,3759,
STATSNZ:AGR_AGR_003(1.0),6720,13,2007,6648,
STATSNZ:AGR_AGR_003(1.0),6721,3,2007,1766598,
STATSNZ:AGR_AGR_003(1.0),6738,8,2007,629557,
STATSNZ:AGR_AGR_003(1.0),7685,13,2007,1928,
STATSNZ:AGR_AGR_003(1.0),6949,9,2007,1623,
STATSNZ:AGR_AGR_003(1.0),7059,4,2008,9516,
STATSNZ:AGR_AGR_003(1.0),7066,9,2008,14620,
STATSNZ:AGR_AGR_003(1.0),7068,9,2008,2427,
STATSNZ:AGR_AGR_003(1.0),7184,4,2008,49218,
STATSNZ:AGR_AGR_003(1.0),7187,9,2008,80968,
STATSNZ:AGR_AGR_003(1.0),6731,10,2008,16988328,
STATSNZ:AGR_AGR_003(1.0),6721,15,2008,3978801,
STATSNZ:AGR_AGR_003(1.0),6703,19,2008,16636293,
STATSNZ:AGR_AGR_003(1.0),6701,10,2008,572755,
STATSNZ:AGR_AGR_003(1.0),7686,15,2008,77868,
STATSNZ:AGR_AGR_003(1.0),6951,19,2008,3542,
STATSNZ:AGR_AGR_003(1.0),7059,13,2009,5660,
