DATAFLOW,LIVESTOCK_AGR_AGR_003,AREA_AGR_AGR_003,YEAR_AGR_AGR_003,OBS_VALUE,OBS_STATUS
STATSNZ:AGR_AGR_003(1.0),6731,8,1994,7458218,
STATSNZ:AGR_AGR_003(1.0),7685,20,1994,221897,
STATSNZ:AGR_AGR_003(1.0),7699,8,1994,128676,
STATSNZ:AGR_AGR_003(1.0),6723,5,1994,77322,
STATSNZ:AGR_AGR_003(1.0),7190,17,1994,69008,
STATSNZ:AGR_AGR_003(1.0),7074,14,1994,16317,
STATSNZ:AGR_AGR_003(1.0),6738,11,1994,14722,
STATSNZ:AGR_AGR_003(1.0),7696,13,1994,5905,
STATSNZ:AGR_AGR_003(1.0),7186,11,1994,72,
STATSNZ:AGR_AGR_003(1.0),6721,20,2002,26784582,
STATSNZ:AGR_AGR_003(1.0),6702,19,2002,17421302,
STATSNZ:AGR_AGR_003(1.0),6721,16,2002,4229999,
STATSNZ:AGR_AGR_003(1.0),7056,20,2002,1101633,
STATSNZ:AGR_AGR_003(1.0),7190,19,2002,741208,
STATSNZ:AGR_AGR_003(1.0),7073,20,2002,452828,
STATSNZ:AGR_AGR_003(1.0),7072,8,2002,61802,
STATSNZ:AGR_AGR_003(1.0),6738,4,2002,25330,
STATSNZ:AGR_AGR_003(1.0),7059,5,2002,24636,
STATSNZ:AGR_AGR_003(1.0),7067,2,2002,19077,
STATSNZ:AGR_AGR_003(1.0),7188,2,2002,7122,
STATSNZ:AGR_AGR_003(1.0),7687,7,2002,5479,
STATSNZ:AGR_AGR_003(1.0),7810,1,2002,3097,
STATSNZ:AGR_AGR_003(1.0),6949,4,2002,1173,
STATSNZ:AGR_AGR_003(1.0),7185,13,2002,253,
STATSNZ:AGR_AGR_003(1.0),7810,18,2002,43,
STATSNZ:AGR_AGR_003(1.0),6720,10,2003,194968,
STATSNZ:AGR_AGR_003(1.0),6720,17,2003,56478,
STATSNZ:AGR_AGR_003(1.0),6723,6,2003,254389,
STATSNZ:AGR_AGR_003(1.0),7066,3,2003,83970,
STATSNZ:AGR_AGR_003(1.0),7187,3,2003,1307610,
STATSNZ:AGR_AGR_003(1.0),7685,10,2003,58948,
STATSNZ:AGR_AGR_003(1.0),7686,8,2003,26396,
STATSNZ:AGR_AGR_003(1.0),7696,14,2003,16804,
STATSNZ:AGR_AGR_003(1.0),7057,9,2004,6406,
STATSNZ:AGR_AGR_003(1.0),7064,15,2004,68753,
STATSNZ:AGR_AGR_003(1.0),7068,12,2004,34,
STATSNZ:AGR_AGR_003(1.0),7071,3,2004,26500,
STATSNZ:AGR_AGR_003(1.0),7074,9,2004,45533,
STATSNZ:AGR_AGR_003(1.0),7193,17,2004,349021,
STATSNZ:AGR_AGR_003(1.0),7186,6,2004,286,
STATSNZ:AGR_AGR_003(1.0),6731,3,2004,2457368,
STATSNZ:AGR_AGR_003(1.0),6723,10,2004,1452590,
STATSNZ:AGR_AGR_003(1.0),6703,14,2004,76915,
STATSNZ:AGR_AGR_003(1.0),7699,3,2004,144469,
STATSNZ:AGR_AGR_003(1.0),7688,17,2004,78905,
STATSNZ:AGR_AGR_003(1.0),7077,1,2005,469262,
STATSNZ:AGR_AGR_003(1.0),7059,15,2005,42005,
STATSNZ:AGR_AGR_003(1.0),6721,9,2005,1269559,
STATSNZ:AGR_AGR_003(1.0),6702,3,2005,2139699,
STATSNZ:AGR_AGR_003(1.0),7687,10,2005,256276,
STATSNZ:AGR_AGR_003(1.0),6955,3,2005,100768,
STATSNZ:AGR_AGR_003(1.0),7058,10,2006,102620,
STATSNZ:AGR_AGR_003(1.0),7058,17,2006,3647,
STATSNZ:AGR_AGR_003(1.0),7065,6,2006,20502,
STATSNZ:AGR_AGR_003(1.0),7071,3,2006,21166,
STATSNZ:AGR_AGR_003(1.0),7193,10,2006,3714682,
STATSNZ:AGR_AGR_003(1.0),7193,17,2006,375911,
STATSNZ:AGR_AGR_003(1.0),7184,8,2006,67268,
STATSNZ:AGR_AGR_003(1.0),7187,14,2006,119219,
STATSNZ:AGR_AGR_003(1.0),6720,11,2006,3435,
STATSNZ:AGR_AGR_003(1.0),6723,17,2006,552897,
STATSNZ:AGR_AGR_003(1.0),6701,5,2006,71419,
STATSNZ:AGR_AGR_003(1.0),7685,11,2006,1797,
STATSNZ:AGR_AGR_003(1.0),7696,8,2006,47443,
STATSNZ:AGR_AGR_003(1.0),6953,5,2006,823,
STATSNZ:AGR_AGR_003(1.0),7057,3,2007,22124,
STATSNZ:AGR_AGR_003(1.0),7064,9,2007,20013,
STATSNZ:AGR_AGR_003(1.0),7074,3,2007,110668,
STATSNZ:AGR_AGR_003(1.0),7186,10,2007,12814,
STATSNZ:AGR_AGR_003(1.0),7186,17,2007,1558,
STATSNZ:AGR_AGR_003(1.0),7190,6,2007,48849,
STATSNZ:AGR_AGR_003(1.0),6731,14,2007,54094,
STATSNZ:AGR_AGR_003(1.0),6723,11,2007,27659,
STATSNZ:AGR_AGR_003(1.0),6703,8,2007,5717867,
STATSNZ:AGR_AGR_003(1.0),7699,14,2007,41755,
STATSNZ:AGR_AGR_003(1.0),7688,11,2007,4866,
STATSNZ:AGR_AGR_003(1.0),7696,2,2007,3473,
STATSNZ:AGR_AGR_003(1.0),6951,8,2007,403,
STATSNZ:AGR_AGR_003(1.0),7077,15,2008,533665,
STATSNZ:AGR_AGR_003(1.0),7073,6,2008,47746,
STATSNZ:AGR_AGR_003(1.0),7185,3,2008,14240,
STATSNZ:AGR_AGR_003(1.0),7190,10,2008,2421990,
STATSNZ:AGR_AGR_003(1.0),6722,14,2008,355,
STATSNZ:AGR_AGR_003(1.0),6727,3,2008,4711,
STATSNZ:AGR_AGR_003(1.0),6702,17,2008,5582869,
STATSNZ:AGR_AGR_003(1.0),7688,5,2008,4230,
STATSNZ:AGR_AGR_003(1.0),7810,8,2008,5338,
STATSNZ:AGR_AGR_003(1.0),7077,8,2009,609701,
STATSNZ:AGR_AGR_003(1.0),7066,11,2009,8830,
STATSNZ:AGR_AGR_003(1.0),6720,8,2009,60070,
STATSNZ:AGR_AGR_003(1.0),6727,13,2009,36586,
STATSNZ:AGR_AGR_003(1.0),7686,16,2009,32857,
STATSNZ:AGR_AGR_003(1.0),7686,20,2009,261102,
STATSNZ:AGR_AGR_003(1.0),6955,19,2009,436177,
STATSNZ:AGR_AGR_003(1.0),7077,13,2010,60852,
STATSNZ:AGR_AGR_003(1.0),7056,4,2010,17759,
STATSNZ:AGR_AGR_003(1.0),7064,1,2010,52957,
STATSNZ:AGR_AGR_003(1.0),7064,18,2010,2553,
STATSNZ:AGR_AGR_003(1.0),7068,15,2010,8184,
STATSNZ:AGR_AGR_003(1.0),7073,4,2010,3809,
STATSNZ:AGR_AGR_003(1.0),7186,9,2010,684,
STATSNZ:AGR_AGR_003(1.0),7190,15,2010,499969,
STATSNZ:AGR_AGR_003(1.0),7699,6,2010,66573,
STATSNZ:AGR_AGR_003(1.0),6951,10,2010,2280,
STATSNZ:AGR_AGR_003(1.0),7077,9,2011,150561,
STATSNZ:AGR_AGR_003(1.0),7059,6,2011,38292,
STATSNZ:AGR_AGR_003(1.0),7067,3,2011,54833,
STATSNZ:AGR_AGR_003(1.0),7073,10,2011,217821,
STATSNZ:AGR_AGR_003(1.0),7184,6,2011,18979,
STATSNZ:AGR_AGR_003(1.0),7185,14,2011,2306,
STATSNZ:AGR_AGR_003(1.0),7190,11,2011,42721,
STATSNZ:AGR_AGR_003(1.0),6702,11,2011,198340,
STATSNZ:AGR_AGR_003(1.0),7699,2,2011,10593,
STATSNZ:AGR_AGR_003(1.0),7687,8,2011,43765,
STATSNZ:AGR_AGR_003(1.0),7057,14,2012,2324,
STATSNZ:AGR_AGR_003(1.0),7065,11,2012,2896,
STATSNZ:AGR_AGR_003(1.0),7071,8,2012,16863,
STATSNZ:AGR_AGR_003(1.0),7072,20,2012,246684,
STATSNZ:AGR_AGR_003(1.0),7193,5,2012,17095,
STATSNZ:AGR_AGR_003(1.0),7187,2,2012,88822,
STATSNZ:AGR_AGR_003(1.0),6731,8,2012,5612743,
STATSNZ:AGR_AGR_003(1.0),6703,2,2012,152369,
STATSNZ:AGR_AGR_003(1.0),7685,16,2012,8628,
STATSNZ:AGR_AGR_003(1.0),7685,20,2012,87898,
STATSNZ:AGR_AGR_003(1.0),7696,13,2012,2809,
STATSNZ:AGR_AGR_003(1.0),6954,4,2012,4542,
STATSNZ:AGR_AGR_003(1.0),6953,19,2012,164544,
STATSNZ:AGR_AGR_003(1.0),7056,14,2013,10091,
STATSNZ:AGR_AGR_003(1.0),7059,3,2013,42172,
STATSNZ:AGR_AGR_003(1.0),7067,17,2013,26726,
STATSNZ:AGR_AGR_003(1.0),7073,14,2013,,s
STATSNZ:AGR_AGR_003(1.0),7185,11,2013,,s
STATSNZ:AGR_AGR_003(1.0),7188,10,2013,247341,
STATSNZ:AGR_AGR_003(1.0),6722,5,2013,50175,
STATSNZ:AGR_AGR_003(1.0),6738,2,2013,32212,
STATSNZ:AGR_AGR_003(1.0),6702,8,2013,4361630,
STATSNZ:AGR_AGR_003(1.0),6949,2,2013,,c
STATSNZ:AGR_AGR_003(1.0),7810,16,2013,2286,
STATSNZ:AGR_AGR_003(1.0),7810,20,2013,57427,
STATSNZ:AGR_AGR_003(1.0),7077,3,2014,469331,
STATSNZ:AGR_AGR_003(1.0),7059,17,2014,9085,
STATSNZ:AGR_AGR_003(1.0),7067,14,2014,6398,
STATSNZ:AGR_AGR_003(1.0),7073,11,2014,2296,
STATSNZ:AGR_AGR_003(1.0),7184,10,2014,522692,
STATSNZ:AGR_AGR_003(1.0),7184,17,2014,109974,
STATSNZ:AGR_AGR_003(1.0),7190,5,2014,6306,
STATSNZ:AGR_AGR_003(1.0),6721,11,2014,141221,
STATSNZ:AGR_AGR_003(1.0),6727,8,2014,8499,
STATSNZ:AGR_AGR_003(1.0),7687,2,2014,2075,
STATSNZ:AGR_AGR_003(1.0),6949,16,2014,710,
STATSNZ:AGR_AGR_003(1.0),6949,20,2014,27616,
STATSNZ:AGR_AGR_003(1.0),6955,5,2014,,c
STATSNZ:AGR_AGR_003(1.0),7057,8,2015,27148,
STATSNZ:AGR_AGR_003(1.0),7065,5,2015,16341,
STATSNZ:AGR_AGR_003(1.0),7068,11,2015,1137,
STATSNZ:AGR_AGR_003(1.0),7071,2,2015,818,
STATSNZ:AGR_AGR_003(1.0),7193,16,2015,384979,
STATSNZ:AGR_AGR_003(1.0),7193,20,2015,6485535,
STATSNZ:AGR_AGR_003(1.0),7187,13,2015,20929,
STATSNZ:AGR_AGR_003(1.0),6731,2,2015,240830,
STATSNZ:AGR_AGR_003(1.0),6723,16,2015,228426,
STATSNZ:AGR_AGR_003(1.0),6724,7,2015,85579,
STATSNZ:AGR_AGR_003(1.0),6703,13,2015,317361,
STATSNZ:AGR_AGR_003(1.0),7685,19,2015,61972,
STATSNZ:AGR_AGR_003(1.0),7688,16,2015,25124,
STATSNZ:AGR_AGR_003(1.0),7696,7,2015,,s
STATSNZ:AGR_AGR_003(1.0),6953,4,2015,1527,
STATSNZ:AGR_AGR_003(1.0),7057,6,2016,10103,
STATSNZ:AGR_AGR_003(1.0),7065,3,2016,46375,
STATSNZ:AGR_AGR_003(1.0),7068,9,2016,1720,
STATSNZ:AGR_AGR_003(1.0),7071,10,2016,91297,
STATSNZ:AGR_AGR_003(1.0),7193,14,2016,180956,
STATSNZ:AGR_AGR_003(1.0),7186,3,2016,16682,
STATSNZ:AGR_AGR_003(1.0),7187,11,2016,41534,
STATSNZ:AGR_AGR_003(1.0),6731,10,2016,13693541,
STATSNZ:AGR_AGR_003(1.0),6731,17,2016,3711484,
STATSNZ:AGR_AGR_003(1.0),6724,5,2016,247450,
STATSNZ:AGR_AGR_003(1.0),6703,11,2016,218461,
STATSNZ:AGR_AGR_003(1.0),7685,8,2016,6930,
STATSNZ:AGR_AGR_003(1.0),7688,14,2016,5014,
STATSNZ:AGR_AGR_003(1.0),7696,5,2016,3275,
STATSNZ:AGR_AGR_003(1.0),6953,2,2016,,c
STATSNZ:AGR_AGR_003(1.0),7058,15,2017,16768,
STATSNZ:AGR_AGR_003(1.0),7065,4,2017,4580,
STATSNZ:AGR_AGR_003(1.0),7071,18,2017,17,
STATSNZ:AGR_AGR_003(1.0),7072,9,2017,13130,
STATSNZ:AGR_AGR_003(1.0),7187,12,2017,1948,
STATSNZ:AGR_AGR_003(1.0),6720,9,2017,13526,
STATSNZ:AGR_AGR_003(1.0),6721,10,2017,8642645,
STATSNZ:AGR_AGR_003(1.0),6724,6,2017,551201,
STATSNZ:AGR_AGR_003(1.0),6701,3,2017,87394,
STATSNZ:AGR_AGR_003(1.0),7685,9,2017,2393,
STATSNZ:AGR_AGR_003(1.0),6954,14,2017,71,
STATSNZ:AGR_AGR_003(1.0),6953,3,2017,26772,
STATSNZ:AGR_AGR_003(1.0),6955,11,2017,301,
STATSNZ:AGR_AGR_003(1.0),7077,19,2018,1101174,
STATSNZ:AGR_AGR_003(1.0),7058,16,2018,5552,
STATSNZ:AGR_AGR_003(1.0),7058,20,2018,129108,
STATSNZ:AGR_AGR_003(1.0),7066,13,2018,3602,
STATSNZ:AGR_AGR_003(1.0),7067,4,2018,12291,
STATSNZ:AGR_AGR_003(1.0),7072,19,2018,50126,
STATSNZ:AGR_AGR_003(1.0),7073,18,2018,0,
STATSNZ:AGR_AGR_003(1.0),7184,7,2018,65801,
STATSNZ:AGR_AGR_003(1.0),7188,4,2018,20990,
STATSNZ:AGR_AGR_003(1.0),6721,1,2018,164116,
STATSNZ:AGR_AGR_003(1.0),6727,15,2018,78245,
STATSNZ:AGR_AGR_003(1.0),6701,4,2018,25761,
STATSNZ:AGR_AGR_003(1.0),7686,18,2018,0,
STATSNZ:AGR_AGR_003(1.0),6954,15,2018,185924,
STATSNZ:AGR_AGR_003(1.0),6955,12,2018,,s
STATSNZ:AGR_AGR_003(1.0),7057,10,2019,115148,
STATSNZ:AGR_AGR_003(1.0),7057,17,2019,16941,
STATSNZ:AGR_AGR_003(1.0),7065,14,2019,1099,
STATSNZ:AGR_AGR_003(1.0),7193,8,2019,467626,
STATSNZ:AGR_AGR_003(1.0),7186,14,2019,374,
STATSNZ:AGR_AGR_003(1.0),6731,11,2019,234007,
STATSNZ:AGR_AGR_003(1.0),6723,8,2019,432109,
STATSNZ:AGR_AGR_003(1.0),6724,16,2019,689736,
STATSNZ:AGR_AGR_003(1.0),6703,5,2019,1216035,
STATSNZ:AGR_AGR_003(1.0),7685,2,2019,2118,
STATSNZ:AGR_AGR_003(1.0),7696,20,2019,304621,
STATSNZ:AGR_AGR_003(1.0),6953,13,2019,723,
STATSNZ:AGR_AGR_003(1.0),7077,4,2020,110112,
STATSNZ:AGR_AGR_003(1.0),7058,19,2020,44701,
STATSNZ:AGR_AGR_003(1.0),7066,7,2020,17303,
STATSNZ:AGR_AGR_003(1.0),7071,13,2020,,s
STATSNZ:AGR_AGR_003(1.0),7184,1,2020,41650,
STATSNZ:AGR_AGR_003(1.0),7187,7,2020,431053,
STATSNZ:AGR_AGR_003(1.0),6720,4,2020,2853,
STATSNZ:AGR_AGR_003(1.0),6724,1,2020,40346,
STATSNZ:AGR_AGR_003(1.0),6724,18,2020,,s
STATSNZ:AGR_AGR_003(1.0),6701,15,2020,236756,
STATSNZ:AGR_AGR_003(1.0),7686,12,2020,0,
STATSNZ:AGR_AGR_003(1.0),7696,1,2020,,s
STATSNZ:AGR_AGR_003(1.0),7696,18,2020,0,
STATSNZ:AGR_AGR_003(1.0),6955,6,2020,9716,
STATSNZ:AGR_AGR_003(1.0),7058,9,2021,,s
STATSNZ:AGR_AGR_003(1.0),7059,10,2021,247204,
STATSNZ:AGR_AGR_003(1.0),7066,6,2021,39252,
STATSNZ:AGR_AGR_003(1.0),7072,3,2021,56025,
STATSNZ:AGR_AGR_003(1.0),7193,9,2021,92511,
STATSNZ:AGR_AGR_003(1.0),7188,14,2021,,s
STATSNZ:AGR_AGR_003(1.0),6720,3,2021,18153,
STATSNZ:AGR_AGR_003(1.0),6724,10,2021,1986142,
STATSNZ:AGR_AGR_003(1.0),6724,17,2021,529741,
STATSNZ:AGR_AGR_003(1.0),6701,14,2021,,s
STATSNZ:AGR_AGR_003(1.0),6702,5,2021,1278046,
STATSNZ:AGR_AGR_003(1.0),7686,11,2021,1830,
STATSNZ:AGR_AGR_003(1.0),6954,8,2021,13170,
STATSNZ:AGR_AGR_003(1.0),6953,14,2021,115,
STATSNZ:AGR_AGR_003(1.0),7057,11,2022,1918,
STATSNZ:AGR_AGR_003(1.0),7064,10,2022,318543,
STATSNZ:AGR_AGR_003(1.0),7064,17,2022,28590,
STATSNZ:AGR_AGR_003(1.0),7068,14,2022,1047,
STATSNZ:AGR_AGR_003(1.0),7071,5,2022,5251,
STATSNZ:AGR_AGR_003(1.0),7193,2,2022,90594,
STATSNZ:AGR_AGR_003(1.0),7186,8,2022,5983,
STATSNZ:AGR_AGR_003(1.0),6731,5,2022,1321554,
STATSNZ:AGR_AGR_003(1.0),6723,2,2022,13667,
STATSNZ:AGR_AGR_003(1.0),6703,16,2022,4005825,
STATSNZ:AGR_AGR_003(1.0),6703,20,2022,21952415,
STATSNZ:AGR_AGR_003(1.0),7699,5,2022,11917,
STATSNZ:AGR_AGR_003(1.0),7696,19,2022,215665,
STATSNZ:AGR_AGR_003(1.0),6951,20,2022,5791,
STATSNZ:AGR_AGR_003(1.0),6953,7,2022,10280,
STATSNZ:AGR_AGR_003(1.0),7058,4,2023,,s
STATSNZ:AGR_AGR_003(1.0),7065,19,2023,55465,
STATSNZ:AGR_AGR_003(1.0),7066,18,2023,,s
STATSNZ:AGR_AGR_003(1.0),7071,7,2023,,s
STATSNZ:AGR_AGR_003(1.0),7184,12,2023,310,
STATSNZ:AGR_AGR_003(1.0),7187,1,2023,215134,
STATSNZ:AGR_AGR_003(1.0),7187,18,2023,0,
STATSNZ:AGR_AGR_003(1.0),6720,15,2023,38997,
STATSNZ:AGR_AGR_003(1.0),6701,9,2023,98296,
STATSNZ:AGR_AGR_003(1.0),7696,12,2023,,s
STATSNZ:AGR_AGR_003(1.0),6954,3,2023,39579,
STATSNZ:AGR_AGR_003(1.0),6955,10,2023,211593,
STATSNZ:AGR_AGR_003(1.0),6955,17,2023,,s
STATSNZ:AGR_AGR_003(1.0),7058,15,2024,,s
STATSNZ:AGR_AGR_003(1.0),7065,4,2024,,s
STATSNZ:AGR_AGR_003(1.0),7071,18,2024,0,
STATSNZ:AGR_AGR_003(1.0),7072,9,2024,8693,
STATSNZ:AGR_AGR_003(1.0),7187,12,2024,1082,
STATSNZ:AGR_AGR_003(1.0),6720,9,2024,,s
STATSNZ:AGR_AGR_003(1.0),6721,10,2024,7066127,
STATSNZ:AGR_AGR_003(1.0),6724,6,2024,527358,
STATSNZ:AGR_AGR_003(1.0),6701,3,2024,80357,
STATSNZ:AGR_AGR_003(1.0),7685,9,2024,2124,
STATSNZ:AGR_AGR_003(1.0),6954,14,2024,,s
STATSNZ:AGR_AGR_003(1.0),6953,3,2024,17630,
STATSNZ:AGR_AGR_003(1.0),6955,11,2024,,s
STATSNZ:AGR_AGR_003(1.0),6724,10,1994,4048860,
STATSNZ:AGR_AGR_003(1.0),6724,17,1994,1319411,
STATSNZ:AGR_AGR_003(1.0),6722,19,1994,417795,
STATSNZ:AGR_AGR_003(1.0),7699,4,1994,81873,
STATSNZ:AGR_AGR_003(1.0),6954,8,1994,37628,
STATSNZ:AGR_AGR_003(1.0),6731,12,1994,15099,
STATSNZ:AGR_AGR_003(1.0),7688,18,1994,30,
STATSNZ:AGR_AGR_003(1.0),6703,20,2002,32647387,
STATSNZ:AGR_AGR_003(1.0),7187,7,2002,498883,
STATSNZ:AGR_AGR_003(1.0),7077,4,2002,134815,
STATSNZ:AGR_AGR_003(1.0),6724,1,2002,85794,
STATSNZ:AGR_AGR_003(1.0),7073,3,2002,82355,
STATSNZ:AGR_AGR_003(1.0),6727,9,2002,11230,
STATSNZ:AGR_AGR_003(1.0),6722,11,2002,3935,
STATSNZ:AGR_AGR_003(1.0),7185,17,2002,3445,
STATSNZ:AGR_AGR_003(1.0),6702,6,2003,2922112,
STATSNZ:AGR_AGR_003(1.0),6703,16,2003,5045625,
STATSNZ:AGR_AGR_003(1.0),6703,20,2003,33247115,
STATSNZ:AGR_AGR_003(1.0),6723,2,2003,24056,
STATSNZ:AGR_AGR_003(1.0),6731,5,2003,1869777,
STATSNZ:AGR_AGR_003(1.0),6953,7,2003,15521,
STATSNZ:AGR_AGR_003(1.0),7057,11,2003,1955,
STATSNZ:AGR_AGR_003(1.0),7059,1,2003,41015,
STATSNZ:AGR_AGR_003(1.0),7067,15,2003,60293,
STATSNZ:AGR_AGR_003(1.0),7077,4,2003,125306,
STATSNZ:AGR_AGR_003(1.0),7193,2,2003,167559,
STATSNZ:AGR_AGR_003(1.0),7687,3,2003,67815,
STATSNZ:AGR_AGR_003(1.0),7056,14,2004,10364,
STATSNZ:AGR_AGR_003(1.0),7067,17,2004,31040,
STATSNZ:AGR_AGR_003(1.0),7073,14,2004,1220,
STATSNZ:AGR_AGR_003(1.0),7185,11,2004,531,
STATSNZ:AGR_AGR_003(1.0),7187,1,2004,311758,
STATSNZ:AGR_AGR_003(1.0),7190,8,2004,233660,
STATSNZ:AGR_AGR_003(1.0),6720,15,2004,76029,
STATSNZ:AGR_AGR_003(1.0),6722,5,2004,28442,
STATSNZ:AGR_AGR_003(1.0),6738,2,2004,43705,
STATSNZ:AGR_AGR_003(1.0),6701,9,2004,46698,
STATSNZ:AGR_AGR_003(1.0),7699,20,2004,1756888,
STATSNZ:AGR_AGR_003(1.0),6949,2,2004,1120,
STATSNZ:AGR_AGR_003(1.0),7810,16,2004,3473,
STATSNZ:AGR_AGR_003(1.0),7810,20,2004,76918,
STATSNZ:AGR_AGR_003(1.0),7056,13,2005,21348,
STATSNZ:AGR_AGR_003(1.0),7064,19,2005,163826,
STATSNZ:AGR_AGR_003(1.0),7066,10,2005,353741,
STATSNZ:AGR_AGR_003(1.0),7066,17,2005,18566,
STATSNZ:AGR_AGR_003(1.0),7074,4,2005,24550,
STATSNZ:AGR_AGR_003(1.0),7190,7,2005,423795,
STATSNZ:AGR_AGR_003(1.0),6720,14,2005,1031,
STATSNZ:AGR_AGR_003(1.0),6724,11,2005,36426,
STATSNZ:AGR_AGR_003(1.0),7699,15,2005,482605,
STATSNZ:AGR_AGR_003(1.0),7686,5,2005,7430,
STATSNZ:AGR_AGR_003(1.0),7057,5,2006,12404,
STATSNZ:AGR_AGR_003(1.0),7067,9,2006,15908,
STATSNZ:AGR_AGR_003(1.0),7071,20,2006,130089,
STATSNZ:AGR_AGR_003(1.0),7185,3,2006,15979,
STATSNZ:AGR_AGR_003(1.0),7190,8,2006,243518,
STATSNZ:AGR_AGR_003(1.0),6731,20,2006,40081594,
STATSNZ:AGR_AGR_003(1.0),6721,6,2006,2502742,
STATSNZ:AGR_AGR_003(1.0),6723,13,2006,23918,
STATSNZ:AGR_AGR_003(1.0),6703,19,2006,17960036,
STATSNZ:AGR_AGR_003(1.0),6702,10,2006,15004068,
STATSNZ:AGR_AGR_003(1.0),7687,14,2006,24237,
STATSNZ:AGR_AGR_003(1.0),7696,4,2006,21693,
STATSNZ:AGR_AGR_003(1.0),7058,15,2007,13464,
STATSNZ:AGR_AGR_003(1.0),7071,1,2007,20154,
STATSNZ:AGR_AGR_003(1.0),7071,18,2007,13,
STATSNZ:AGR_AGR_003(1.0),7073,8,2007,53692,
STATSNZ:AGR_AGR_003(1.0),7190,2,2007,72377,
STATSNZ:AGR_AGR_003(1.0),6720,9,2007,19686,
STATSNZ:AGR_AGR_003(1.0),6722,16,2007,39820,
STATSNZ:AGR_AGR_003(1.0),6722,20,2007,286441,
STATSNZ:AGR_AGR_003(1.0),6724,6,2007,607949,
STATSNZ:AGR_AGR_003(1.0),6738,13,2007,43073,
STATSNZ:AGR_AGR_003(1.0),6701,3,2007,141104,
STATSNZ:AGR_AGR_003(1.0),6953,3,2007,40839,
STATSNZ:AGR_AGR_003(1.0),7810,19,2007,23152,
STATSNZ:AGR_AGR_003(1.0),7066,14,2008,3284,
STATSNZ:AGR_AGR_003(1.0),7072,11,2008,2551,
STATSNZ:AGR_AGR_003(1.0),7074,1,2008,91637,
STATSNZ:AGR_AGR_003(1.0),7074,18,2008,5203,
STATSNZ:AGR_AGR_003(1.0),7184,8,2008,73755,
STATSNZ:AGR_AGR_003(1.0),7186,15,2008,1981,
STATSNZ:AGR_AGR_003(1.0),7188,5,2008,1623,
STATSNZ:AGR_AGR_003(1.0),6724,8,2008,985712,
STATSNZ:AGR_AGR_003(1.0),7686,2,2008,2926,
STATSNZ:AGR_AGR_003(1.0),6954,16,2008,13001,
STATSNZ:AGR_AGR_003(1.0),6954,20,2008,324594,
STATSNZ:AGR_AGR_003(1.0),6951,6,2008,61,
STATSNZ:AGR_AGR_003(1.0),7067,6,2009,36993,
STATSNZ:AGR_AGR_003(1.0),7193,19,2009,2064292,
STATSNZ:AGR_AGR_003(1.0),7185,10,2009,38075,
STATSNZ:AGR_AGR_003(1.0),7190,14,2009,113271,
STATSNZ:AGR_AGR_003(1.0),6720,4,2009,3657,
STATSNZ:AGR_AGR_003(1.0),6703,7,2009,406402,
STATSNZ:AGR_AGR_003(1.0),6702,14,2009,43574,
STATSNZ:AGR_AGR_003(1.0),7687,11,2009,6590,
STATSNZ:AGR_AGR_003(1.0),7696,1,2009,1869,
STATSNZ:AGR_AGR_003(1.0),6949,8,2009,3007,
STATSNZ:AGR_AGR_003(1.0),6953,15,2009,142932,
STATSNZ:AGR_AGR_003(1.0),7077,9,2010,143398,
STATSNZ:AGR_AGR_003(1.0),7057,16,2010,13095,
STATSNZ:AGR_AGR_003(1.0),7057,20,2010,153098,
STATSNZ:AGR_AGR_003(1.0),7059,6,2010,39975,
STATSNZ:AGR_AGR_003(1.0),7073,10,2010,210378,
STATSNZ:AGR_AGR_003(1.0),7188,3,2010,97562,
STATSNZ:AGR_AGR_003(1.0),6731,19,2010,16533535,
STATSNZ:AGR_AGR_003(1.0),6721,17,2010,3491689,
STATSNZ:AGR_AGR_003(1.0),6727,14,2010,315,
STATSNZ:AGR_AGR_003(1.0),7685,1,2010,657,
STATSNZ:AGR_AGR_003(1.0),7696,15,2010,115525,
STATSNZ:AGR_AGR_003(1.0),7056,4,2011,16934,
STATSNZ:AGR_AGR_003(1.0),7064,1,2011,50758,
STATSNZ:AGR_AGR_003(1.0),7064,18,2011,2329,
STATSNZ:AGR_AGR_003(1.0),7066,8,2011,65951,
STATSNZ:AGR_AGR_003(1.0),7068,15,2011,9429,
STATSNZ:AGR_AGR_003(1.0),7072,5,2011,18308,
STATSNZ:AGR_AGR_003(1.0),7074,12,2011,507,
STATSNZ:AGR_AGR_003(1.0),7186,9,2011,465,
STATSNZ:AGR_AGR_003(1.0),7188,20,2011,403704,
STATSNZ:AGR_AGR_003(1.0),6721,13,2011,264908,
STATSNZ:AGR_AGR_003(1.0),6724,2,2011,30891,
STATSNZ:AGR_AGR_003(1.0),7699,6,2011,63512,
STATSNZ:AGR_AGR_003(1.0),7688,3,2011,16790,
STATSNZ:AGR_AGR_003(1.0),6954,19,2011,191031,
STATSNZ:AGR_AGR_003(1.0),6951,10,2011,2011,
STATSNZ:AGR_AGR_003(1.0),6955,7,2011,41771,
STATSNZ:AGR_AGR_003(1.0),7059,10,2012,230357,
STATSNZ:AGR_AGR_003(1.0),7059,17,2012,8685,
STATSNZ:AGR_AGR_003(1.0),7185,20,2012,70410,
STATSNZ:AGR_AGR_003(1.0),7190,13,2012,15679,
STATSNZ:AGR_AGR_003(1.0),6720,3,2012,19363,
