DATAFLOW,HORTICULTURE_AGR_AGR_002,AREA_AGR_AGR_002,YEAR_AGR_AGR_002,OBS_VALUE,OBS_STATUS
STATSNZ:AGR_AGR_002(1.0),8555,4,2011,10229,
STATSNZ:AGR_AGR_002(1.0),8500,5,2012,110,
STATSNZ:AGR_AGR_002(1.0),8500,7,2012,,c
STATSNZ:AGR_AGR_002(1.0),8555,2,2012,363,
STATSNZ:AGR_AGR_002(1.0),8555,16,2012,0,
STATSNZ:AGR_AGR_002(1.0),8555,17,2012,0,
STATSNZ:AGR_AGR_002(1.0),8555,18,2012,0,
STATSNZ:AGR_AGR_002(1.0),8570,12,2012,0,
STATSNZ:AGR_AGR_002(1.0),8570,13,2012,,c
STATSNZ:AGR_AGR_002(1.0),8570,14,2012,0,
STATSNZ:AGR_AGR_002(1.0),9120,17,2012,,c
STATSNZ:AGR_AGR_002(1.0),8600,10,2014,8511,
STATSNZ:AGR_AGR_002(1.0),9120,8,2014,377,
STATSNZ:AGR_AGR_002(1.0),9135,3,2014,1758,
STATSNZ:AGR_AGR_002(1.0),9135,5,2014,,c
STATSNZ:AGR_AGR_002(1.0),9170,1,2014,,c
STATSNZ:AGR_AGR_002(1.0),9170,2,2014,,c
STATSNZ:AGR_AGR_002(1.0),9170,10,2014,,c
STATSNZ:AGR_AGR_002(1.0),9170,16,2014,0,
STATSNZ:AGR_AGR_002(1.0),8500,12,2017,0,
STATSNZ:AGR_AGR_002(1.0),8500,13,2017,21,
STATSNZ:AGR_AGR_002(1.0),8500,14,2017,0,
STATSNZ:AGR_AGR_002(1.0),8555,8,2017,116,
STATSNZ:AGR_AGR_002(1.0),8555,9,2017,10,
STATSNZ:AGR_AGR_002(1.0),8600,16,2017,1173,
STATSNZ:AGR_AGR_002(1.0),8600,18,2017,0,
STATSNZ:AGR_AGR_002(1.0),8500,6,2019,5854,
STATSNZ:AGR_AGR_002(1.0),8555,1,2019,598,
STATSNZ:AGR_AGR_002(1.0),8555,3,2019,616,
STATSNZ:AGR_AGR_002(1.0),8570,10,2019,4485,
STATSNZ:AGR_AGR_002(1.0),8570,20,2019,4520,
STATSNZ:AGR_AGR_002(1.0),8600,9,2019,820,
STATSNZ:AGR_AGR_002(1.0),8600,11,2019,859,
STATSNZ:AGR_AGR_002(1.0),8600,19,2019,29689,
STATSNZ:AGR_AGR_002(1.0),8700,5,2019,5,
STATSNZ:AGR_AGR_002(1.0),8700,6,2019,137,
STATSNZ:AGR_AGR_002(1.0),8700,7,2019,0,
STATSNZ:AGR_AGR_002(1.0),9120,2,2019,1748,
STATSNZ:AGR_AGR_002(1.0),9120,3,2019,1518,
STATSNZ:AGR_AGR_002(1.0),9120,4,2019,0,
STATSNZ:AGR_AGR_002(1.0),9120,18,2019,0,
STATSNZ:AGR_AGR_002(1.0),9135,13,2019,1,
STATSNZ:AGR_AGR_002(1.0),9135,14,2019,0,
STATSNZ:AGR_AGR_002(1.0),9135,15,2019,5380,
STATSNZ:AGR_AGR_002(1.0),9170,12,2019,0,
STATSNZ:AGR_AGR_002(1.0),9170,19,2019,42,
STATSNZ:AGR_AGR_002(1.0),8500,4,2020,79,
STATSNZ:AGR_AGR_002(1.0),8555,1,2020,654,
STATSNZ:AGR_AGR_002(1.0),8555,20,2020,15523,
STATSNZ:AGR_AGR_002(1.0),8600,7,2020,0,
STATSNZ:AGR_AGR_002(1.0),8600,8,2020,32,
STATSNZ:AGR_AGR_002(1.0),8600,9,2020,985,
STATSNZ:AGR_AGR_002(1.0),8700,3,2020,27,
STATSNZ:AGR_AGR_002(1.0),8700,4,2020,9,
STATSNZ:AGR_AGR_002(1.0),8700,5,2020,44,
STATSNZ:AGR_AGR_002(1.0),9120,2,2020,1712,
STATSNZ:AGR_AGR_002(1.0),9120,10,2020,4322,
STATSNZ:AGR_AGR_002(1.0),9120,16,2020,0,
STATSNZ:AGR_AGR_002(1.0),9135,11,2020,4,
STATSNZ:AGR_AGR_002(1.0),9135,12,2020,0,
STATSNZ:AGR_AGR_002(1.0),9135,13,2020,1,
STATSNZ:AGR_AGR_002(1.0),9170,8,2020,30,
STATSNZ:AGR_AGR_002(1.0),9170,19,2020,69,
STATSNZ:AGR_AGR_002(1.0),8500,5,2022,625,
STATSNZ:AGR_AGR_002(1.0),8555,15,2022,70,
STATSNZ:AGR_AGR_002(1.0),8555,16,2022,,s
STATSNZ:AGR_AGR_002(1.0),8555,17,2022,,s
STATSNZ:AGR_AGR_002(1.0),8570,12,2022,0,
STATSNZ:AGR_AGR_002(1.0),8570,14,2022,0,
STATSNZ:AGR_AGR_002(1.0),9120,17,2022,,s
STATSNZ:AGR_AGR_002(1.0),8570,3,2024,99,
STATSNZ:AGR_AGR_002(1.0),8600,10,2024,7139,
STATSNZ:AGR_AGR_002(1.0),9120,6,2024,517,
STATSNZ:AGR_AGR_002(1.0),9120,8,2024,176,
STATSNZ:AGR_AGR_002(1.0),9135,3,2024,1148,
STATSNZ:AGR_AGR_002(1.0),9135,4,2024,2,
STATSNZ:AGR_AGR_002(1.0),9135,5,2024,,s
STATSNZ:AGR_AGR_002(1.0),9170,1,2024,31,
STATSNZ:AGR_AGR_002(1.0),9170,10,2024,4739,
STATSNZ:AGR_AGR_002(1.0),9170,15,2024,20,
STATSNZ:AGR_AGR_002(1.0),9170,16,2024,0,
STATSNZ:AGR_AGR_002(1.0),9170,20,2024,4791,
STATSNZ:AGR_AGR_002(1.0),9120,16,1994,6,
STATSNZ:AGR_AGR_002(1.0),8500,4,1994,132,
STATSNZ:AGR_AGR_002(1.0),9120,15,1994,671,
STATSNZ:AGR_AGR_002(1.0),8500,3,1994,679,
STATSNZ:AGR_AGR_002(1.0),9135,20,1994,9524,
STATSNZ:AGR_AGR_002(1.0),8555,10,1994,11331,
STATSNZ:AGR_AGR_002(1.0),8500,11,2002,2979,
STATSNZ:AGR_AGR_002(1.0),8555,8,2002,146,
STATSNZ:AGR_AGR_002(1.0),8600,2,2002,718,
STATSNZ:AGR_AGR_002(1.0),8600,16,2002,1051,
STATSNZ:AGR_AGR_002(1.0),8700,10,2002,1224,
STATSNZ:AGR_AGR_002(1.0),8700,20,2002,2612,
STATSNZ:AGR_AGR_002(1.0),9120,19,2002,1066,
STATSNZ:AGR_AGR_002(1.0),9135,7,2002,46,
STATSNZ:AGR_AGR_002(1.0),8500,2,2003,200,
STATSNZ:AGR_AGR_002(1.0),8500,16,2003,719,
STATSNZ:AGR_AGR_002(1.0),9170,8,2003,621,
STATSNZ:AGR_AGR_002(1.0),8500,10,2005,7078,
STATSNZ:AGR_AGR_002(1.0),8555,11,2005,695,
STATSNZ:AGR_AGR_002(1.0),8600,5,2005,1718,
STATSNZ:AGR_AGR_002(1.0),8700,2,2005,270,
STATSNZ:AGR_AGR_002(1.0),8700,16,2005,38,
STATSNZ:AGR_AGR_002(1.0),9120,20,2005,4931,
STATSNZ:AGR_AGR_002(1.0),9170,6,2005,3635,
STATSNZ:AGR_AGR_002(1.0),8500,15,2007,249,
STATSNZ:AGR_AGR_002(1.0),8500,16,2007,472,
STATSNZ:AGR_AGR_002(1.0),8555,20,2007,13080,
STATSNZ:AGR_AGR_002(1.0),8600,6,2007,4930,
STATSNZ:AGR_AGR_002(1.0),8700,3,2007,79,
STATSNZ:AGR_AGR_002(1.0),9120,10,2007,3880,
STATSNZ:AGR_AGR_002(1.0),9135,11,2007,39,
STATSNZ:AGR_AGR_002(1.0),9170,8,2007,841,
STATSNZ:AGR_AGR_002(1.0),8500,19,2009,3229,
STATSNZ:AGR_AGR_002(1.0),8570,4,2009,2156,
STATSNZ:AGR_AGR_002(1.0),8600,15,2009,1599,
STATSNZ:AGR_AGR_002(1.0),8700,11,2009,139,
STATSNZ:AGR_AGR_002(1.0),8500,8,2011,20,
STATSNZ:AGR_AGR_002(1.0),8555,5,2011,321,
STATSNZ:AGR_AGR_002(1.0),8570,1,2011,1496,
STATSNZ:AGR_AGR_002(1.0),8570,2,2011,148,
STATSNZ:AGR_AGR_002(1.0),8600,13,2011,21219,
STATSNZ:AGR_AGR_002(1.0),8700,9,2011,222,
STATSNZ:AGR_AGR_002(1.0),8500,6,2012,5115,
STATSNZ:AGR_AGR_002(1.0),8555,3,2012,726,
STATSNZ:AGR_AGR_002(1.0),8570,10,2012,4140,
STATSNZ:AGR_AGR_002(1.0),8570,20,2012,4149,
STATSNZ:AGR_AGR_002(1.0),8600,11,2012,821,
STATSNZ:AGR_AGR_002(1.0),8600,19,2012,26613,
STATSNZ:AGR_AGR_002(1.0),8700,7,2012,,c
STATSNZ:AGR_AGR_002(1.0),9120,4,2012,,c
STATSNZ:AGR_AGR_002(1.0),9120,18,2012,0,
STATSNZ:AGR_AGR_002(1.0),9135,15,2012,5754,
STATSNZ:AGR_AGR_002(1.0),9170,12,2012,,c
STATSNZ:AGR_AGR_002(1.0),8570,2,2014,155,
STATSNZ:AGR_AGR_002(1.0),8570,3,2014,122,
STATSNZ:AGR_AGR_002(1.0),8600,13,2014,21732,
STATSNZ:AGR_AGR_002(1.0),8600,20,2014,33761,
STATSNZ:AGR_AGR_002(1.0),8700,19,2014,458,
STATSNZ:AGR_AGR_002(1.0),9120,7,2014,0,
STATSNZ:AGR_AGR_002(1.0),9135,4,2014,,c
STATSNZ:AGR_AGR_002(1.0),9135,18,2014,0,
STATSNZ:AGR_AGR_002(1.0),9170,14,2014,0,
STATSNZ:AGR_AGR_002(1.0),9170,15,2014,,c
STATSNZ:AGR_AGR_002(1.0),8500,20,2017,8615,
STATSNZ:AGR_AGR_002(1.0),8555,19,2017,487,
STATSNZ:AGR_AGR_002(1.0),8570,6,2017,20,
STATSNZ:AGR_AGR_002(1.0),8570,7,2017,23,
STATSNZ:AGR_AGR_002(1.0),8600,3,2017,15,
STATSNZ:AGR_AGR_002(1.0),8600,17,2017,,s
STATSNZ:AGR_AGR_002(1.0),8700,14,2017,0,
STATSNZ:AGR_AGR_002(1.0),9120,11,2017,46,
STATSNZ:AGR_AGR_002(1.0),9135,8,2017,984,
STATSNZ:AGR_AGR_002(1.0),9170,5,2017,1920,
STATSNZ:AGR_AGR_002(1.0),8500,5,2019,284,
STATSNZ:AGR_AGR_002(1.0),8555,2,2019,706,
STATSNZ:AGR_AGR_002(1.0),8555,16,2019,0,
STATSNZ:AGR_AGR_002(1.0),8570,12,2019,2,
STATSNZ:AGR_AGR_002(1.0),8570,13,2019,0,
STATSNZ:AGR_AGR_002(1.0),9120,17,2019,0,
STATSNZ:AGR_AGR_002(1.0),9135,1,2019,107,
STATSNZ:AGR_AGR_002(1.0),9135,10,2019,4652,
STATSNZ:AGR_AGR_002(1.0),9170,11,2019,18,
STATSNZ:AGR_AGR_002(1.0),8500,3,2020,83,
STATSNZ:AGR_AGR_002(1.0),8500,17,2020,0,
STATSNZ:AGR_AGR_002(1.0),8555,10,2020,14915,
STATSNZ:AGR_AGR_002(1.0),8555,14,2020,0,
STATSNZ:AGR_AGR_002(1.0),8570,11,2020,2,
STATSNZ:AGR_AGR_002(1.0),8570,19,2020,45,
STATSNZ:AGR_AGR_002(1.0),8700,18,2020,0,
STATSNZ:AGR_AGR_002(1.0),9120,1,2020,39,
STATSNZ:AGR_AGR_002(1.0),9120,15,2020,1165,
STATSNZ:AGR_AGR_002(1.0),9135,20,2020,10901,
STATSNZ:AGR_AGR_002(1.0),9170,9,2020,32,
STATSNZ:AGR_AGR_002(1.0),8500,6,2022,5860,
STATSNZ:AGR_AGR_002(1.0),8555,2,2022,732,
STATSNZ:AGR_AGR_002(1.0),8555,3,2022,682,
STATSNZ:AGR_AGR_002(1.0),8570,13,2022,,s
STATSNZ:AGR_AGR_002(1.0),8570,20,2022,5283,
STATSNZ:AGR_AGR_002(1.0),8600,19,2022,27432,
STATSNZ:AGR_AGR_002(1.0),8700,7,2022,0,
STATSNZ:AGR_AGR_002(1.0),9120,4,2022,,s
STATSNZ:AGR_AGR_002(1.0),9120,18,2022,0,
STATSNZ:AGR_AGR_002(1.0),9135,1,2022,49,
STATSNZ:AGR_AGR_002(1.0),9135,15,2022,4241,
STATSNZ:AGR_AGR_002(1.0),8555,5,2024,586,
STATSNZ:AGR_AGR_002(1.0),8570,2,2024,436,
STATSNZ:AGR_AGR_002(1.0),8570,16,2024,12,
STATSNZ:AGR_AGR_002(1.0),8600,13,2024,26232,
STATSNZ:AGR_AGR_002(1.0),8600,20,2024,37627,
STATSNZ:AGR_AGR_002(1.0),8700,19,2024,183,
STATSNZ:AGR_AGR_002(1.0),9120,7,2024,,s
STATSNZ:AGR_AGR_002(1.0),9135,17,2024,139,
STATSNZ:AGR_AGR_002(1.0),9135,18,2024,0,
STATSNZ:AGR_AGR_002(1.0),9170,14,2024,0,
