DATAFLOW,HORTICULTURE_AGR_AGR_002,AREA_AGR_AGR_002,YEAR_AGR_AGR_002,OBS_VALUE,OBS_STATUS
STATSNZ:AGR_AGR_002(1.0),8555,1,2011,510,
STATSNZ:AGR_AGR_002(1.0),8555,2,2011,435,
STATSNZ:AGR_AGR_002(1.0),8600,9,2011,849,
STATSNZ:AGR_AGR_002(1.0),8700,10,2011,1130,
STATSNZ:AGR_AGR_002(1.0),9120,2,2011,1463,
STATSNZ:AGR_AGR_002(1.0),9170,5,2011,2300,
STATSNZ:AGR_AGR_002(1.0),8500,4,2012,5,
STATSNZ:AGR_AGR_002(1.0),8555,10,2012,12256,
STATSNZ:AGR_AGR_002(1.0),8555,20,2012,12757,
STATSNZ:AGR_AGR_002(1.0),8570,11,2012,7,
STATSNZ:AGR_AGR_002(1.0),8600,6,2012,4936,
STATSNZ:AGR_AGR_002(1.0),9120,10,2012,4610,
STATSNZ:AGR_AGR_002(1.0),9120,14,2012,0,
STATSNZ:AGR_AGR_002(1.0),9170,3,2012,,c
STATSNZ:AGR_AGR_002(1.0),8500,20,2014,8417,
STATSNZ:AGR_AGR_002(1.0),8555,15,2014,,s
STATSNZ:AGR_AGR_002(1.0),8555,19,2014,558,
STATSNZ:AGR_AGR_002(1.0),8570,5,2014,59,
STATSNZ:AGR_AGR_002(1.0),8600,4,2014,,c
STATSNZ:AGR_AGR_002(1.0),8700,13,2014,129,
STATSNZ:AGR_AGR_002(1.0),8700,20,2014,1325,
STATSNZ:AGR_AGR_002(1.0),9120,11,2014,36,
STATSNZ:AGR_AGR_002(1.0),9135,6,2014,268,
STATSNZ:AGR_AGR_002(1.0),9135,7,2014,15,
STATSNZ:AGR_AGR_002(1.0),9170,18,2014,0,
STATSNZ:AGR_AGR_002(1.0),8555,7,2017,,s
STATSNZ:AGR_AGR_002(1.0),8570,2,2017,281,
STATSNZ:AGR_AGR_002(1.0),8570,16,2017,,s
STATSNZ:AGR_AGR_002(1.0),8600,14,2017,,s
STATSNZ:AGR_AGR_002(1.0),8600,15,2017,1769,
STATSNZ:AGR_AGR_002(1.0),8700,19,2017,274,
STATSNZ:AGR_AGR_002(1.0),9135,17,2017,140,
STATSNZ:AGR_AGR_002(1.0),9135,20,2017,9450,
STATSNZ:AGR_AGR_002(1.0),8500,8,2019,,s
STATSNZ:AGR_AGR_002(1.0),8555,6,2019,147,
STATSNZ:AGR_AGR_002(1.0),8570,1,2019,1821,
STATSNZ:AGR_AGR_002(1.0),8570,15,2019,,s
STATSNZ:AGR_AGR_002(1.0),8600,14,2019,,s
STATSNZ:AGR_AGR_002(1.0),8700,4,2019,,s
STATSNZ:AGR_AGR_002(1.0),8700,9,2019,166,
STATSNZ:AGR_AGR_002(1.0),9120,20,2019,5920,
STATSNZ:AGR_AGR_002(1.0),9135,12,2019,0,
STATSNZ:AGR_AGR_002(1.0),9170,7,2019,0,
STATSNZ:AGR_AGR_002(1.0),8500,5,2020,310,
STATSNZ:AGR_AGR_002(1.0),8500,6,2020,6186,
STATSNZ:AGR_AGR_002(1.0),8555,4,2020,12091,
STATSNZ:AGR_AGR_002(1.0),8555,18,2020,0,
STATSNZ:AGR_AGR_002(1.0),8570,13,2020,0,
STATSNZ:AGR_AGR_002(1.0),8570,20,2020,4869,
STATSNZ:AGR_AGR_002(1.0),8600,12,2020,42,
STATSNZ:AGR_AGR_002(1.0),8700,2,2020,130,
STATSNZ:AGR_AGR_002(1.0),8700,7,2020,0,
STATSNZ:AGR_AGR_002(1.0),9120,18,2020,0,
STATSNZ:AGR_AGR_002(1.0),9170,5,2020,2148,
STATSNZ:AGR_AGR_002(1.0),8500,3,2022,62,
STATSNZ:AGR_AGR_002(1.0),8500,17,2022,,s
STATSNZ:AGR_AGR_002(1.0),8555,12,2022,,s
STATSNZ:AGR_AGR_002(1.0),8570,11,2022,2,
STATSNZ:AGR_AGR_002(1.0),8570,19,2022,,s
STATSNZ:AGR_AGR_002(1.0),8600,6,2022,3436,
STATSNZ:AGR_AGR_002(1.0),8700,17,2022,0,
STATSNZ:AGR_AGR_002(1.0),8700,18,2022,0,
STATSNZ:AGR_AGR_002(1.0),9120,13,2022,22,
STATSNZ:AGR_AGR_002(1.0),9170,2,2022,16,
STATSNZ:AGR_AGR_002(1.0),9170,3,2022,1,
STATSNZ:AGR_AGR_002(1.0),8500,18,2024,0,
STATSNZ:AGR_AGR_002(1.0),8555,19,2024,503,
STATSNZ:AGR_AGR_002(1.0),8570,5,2024,63,
STATSNZ:AGR_AGR_002(1.0),8600,3,2024,157,
STATSNZ:AGR_AGR_002(1.0),8600,17,2024,17,
STATSNZ:AGR_AGR_002(1.0),8700,20,2024,623,
STATSNZ:AGR_AGR_002(1.0),9120,11,2024,36,
STATSNZ:AGR_AGR_002(1.0),9120,19,2024,2248,
STATSNZ:AGR_AGR_002(1.0),9135,1,2024,68,
STATSNZ:AGR_AGR_002(1.0),9135,6,2024,91,
STATSNZ:AGR_AGR_002(1.0),9170,17,2024,0,
STATSNZ:AGR_AGR_002(1.0),9120,5,1994,44,
STATSNZ:AGR_AGR_002(1.0),9135,9,1994,94,
STATSNZ:AGR_AGR_002(1.0),9170,13,1994,153,
STATSNZ:AGR_AGR_002(1.0),9170,20,1994,7509,
STATSNZ:AGR_AGR_002(1.0),8500,1,2002,71,
STATSNZ:AGR_AGR_002(1.0),8500,15,2002,343,
STATSNZ:AGR_AGR_002(1.0),8555,5,2002,295,
STATSNZ:AGR_AGR_002(1.0),8600,13,2002,7521,
STATSNZ:AGR_AGR_002(1.0),8600,20,2002,17300,
STATSNZ:AGR_AGR_002(1.0),8700,16,2002,69,
STATSNZ:AGR_AGR_002(1.0),9135,19,2002,4910,
STATSNZ:AGR_AGR_002(1.0),9170,10,2002,6534,
STATSNZ:AGR_AGR_002(1.0),8500,6,2003,6396,
STATSNZ:AGR_AGR_002(1.0),8555,19,2003,664,
STATSNZ:AGR_AGR_002(1.0),8570,10,2003,3216,
STATSNZ:AGR_AGR_002(1.0),8600,3,2003,164,
STATSNZ:AGR_AGR_002(1.0),8700,7,2003,10,
STATSNZ:AGR_AGR_002(1.0),8700,15,2003,832,
STATSNZ:AGR_AGR_002(1.0),9120,11,2003,23,
STATSNZ:AGR_AGR_002(1.0),9135,15,2003,4792,
STATSNZ:AGR_AGR_002(1.0),8600,1,2005,72,
STATSNZ:AGR_AGR_002(1.0),8600,2,2005,603,
STATSNZ:AGR_AGR_002(1.0),8700,6,2005,376,
STATSNZ:AGR_AGR_002(1.0),8700,13,2005,322,
STATSNZ:AGR_AGR_002(1.0),8555,2,2007,309,
STATSNZ:AGR_AGR_002(1.0),8570,6,2007,31,
STATSNZ:AGR_AGR_002(1.0),8600,19,2007,21313,
STATSNZ:AGR_AGR_002(1.0),8700,10,2007,1283,
STATSNZ:AGR_AGR_002(1.0),8500,13,2009,34,
STATSNZ:AGR_AGR_002(1.0),8700,1,2009,265,
STATSNZ:AGR_AGR_002(1.0),9135,16,2009,139,
STATSNZ:AGR_AGR_002(1.0),8500,11,2011,2447,
STATSNZ:AGR_AGR_002(1.0),8600,16,2011,1773,
STATSNZ:AGR_AGR_002(1.0),8700,13,2011,150,
STATSNZ:AGR_AGR_002(1.0),8700,20,2011,1792,
STATSNZ:AGR_AGR_002(1.0),9120,3,2011,1687,
STATSNZ:AGR_AGR_002(1.0),8500,9,2012,,c
STATSNZ:AGR_AGR_002(1.0),8500,17,2012,,c
STATSNZ:AGR_AGR_002(1.0),8555,13,2012,,c
STATSNZ:AGR_AGR_002(1.0),8600,7,2012,,c
STATSNZ:AGR_AGR_002(1.0),8600,14,2012,0,
STATSNZ:AGR_AGR_002(1.0),8700,18,2012,0,
STATSNZ:AGR_AGR_002(1.0),9120,1,2012,,c
STATSNZ:AGR_AGR_002(1.0),9135,4,2012,,c
STATSNZ:AGR_AGR_002(1.0),9135,5,2012,,c
STATSNZ:AGR_AGR_002(1.0),9135,12,2012,,c
STATSNZ:AGR_AGR_002(1.0),9170,8,2012,241,
STATSNZ:AGR_AGR_002(1.0),9170,16,2012,,c
STATSNZ:AGR_AGR_002(1.0),8500,12,2014,0,
STATSNZ:AGR_AGR_002(1.0),8555,2,2014,356.5,
STATSNZ:AGR_AGR_002(1.0),8570,6,2014,50,
STATSNZ:AGR_AGR_002(1.0),8570,13,2014,,c
STATSNZ:AGR_AGR_002(1.0),8600,17,2014,,c
STATSNZ:AGR_AGR_002(1.0),8700,10,2014,867,
STATSNZ:AGR_AGR_002(1.0),9170,5,2014,2070,
STATSNZ:AGR_AGR_002(1.0),9170,11,2014,14,
STATSNZ:AGR_AGR_002(1.0),8500,9,2017,102,
STATSNZ:AGR_AGR_002(1.0),8500,16,2017,427,
STATSNZ:AGR_AGR_002(1.0),8570,3,2017,101,
STATSNZ:AGR_AGR_002(1.0),8570,19,2017,15,
STATSNZ:AGR_AGR_002(1.0),8600,7,2017,,s
STATSNZ:AGR_AGR_002(1.0),9120,1,2017,2,
STATSNZ:AGR_AGR_002(1.0),9120,8,2017,281,
STATSNZ:AGR_AGR_002(1.0),9120,10,2017,4900,
STATSNZ:AGR_AGR_002(1.0),9135,4,2017,0,
STATSNZ:AGR_AGR_002(1.0),9135,12,2017,0,
STATSNZ:AGR_AGR_002(1.0),9170,8,2017,6,
STATSNZ:AGR_AGR_002(1.0),9170,15,2017,87,
STATSNZ:AGR_AGR_002(1.0),9170,16,2017,0,
STATSNZ:AGR_AGR_002(1.0),8500,15,2019,254,
STATSNZ:AGR_AGR_002(1.0),8555,20,2019,14922,
STATSNZ:AGR_AGR_002(1.0),8570,2,2019,458,
STATSNZ:AGR_AGR_002(1.0),8600,6,2019,3774,
STATSNZ:AGR_AGR_002(1.0),8600,13,2019,26091,
STATSNZ:AGR_AGR_002(1.0),8700,17,2019,0,
STATSNZ:AGR_AGR_002(1.0),9120,7,2019,,s
STATSNZ:AGR_AGR_002(1.0),9120,10,2019,4377,
STATSNZ:AGR_AGR_002(1.0),9135,11,2019,7,
STATSNZ:AGR_AGR_002(1.0),9170,14,2019,0,
STATSNZ:AGR_AGR_002(1.0),9170,15,2019,25,
STATSNZ:AGR_AGR_002(1.0),8500,13,2020,18,
STATSNZ:AGR_AGR_002(1.0),8555,17,2020,,s
STATSNZ:AGR_AGR_002(1.0),8570,10,2020,4825,
STATSNZ:AGR_AGR_002(1.0),8600,4,2020,45,
STATSNZ:AGR_AGR_002(1.0),8600,11,2020,847,
STATSNZ:AGR_AGR_002(1.0),8700,15,2020,75,
STATSNZ:AGR_AGR_002(1.0),9120,5,2020,0,
STATSNZ:AGR_AGR_002(1.0),9135,9,2020,,s
STATSNZ:AGR_AGR_002(1.0),9170,12,2020,0,
STATSNZ:AGR_AGR_002(1.0),8500,16,2022,383,
STATSNZ:AGR_AGR_002(1.0),8555,6,2022,131,
STATSNZ:AGR_AGR_002(1.0),8555,20,2022,14686,
STATSNZ:AGR_AGR_002(1.0),8570,3,2022,115,
STATSNZ:AGR_AGR_002(1.0),8700,4,2022,5,
STATSNZ:AGR_AGR_002(1.0),9120,8,2022,151,
STATSNZ:AGR_AGR_002(1.0),9120,10,2022,3744,
STATSNZ:AGR_AGR_002(1.0),9135,4,2022,,s
STATSNZ:AGR_AGR_002(1.0),9135,11,2022,7,
STATSNZ:AGR_AGR_002(1.0),9135,12,2022,,s
STATSNZ:AGR_AGR_002(1.0),9170,15,2022,6,
STATSNZ:AGR_AGR_002(1.0),9170,16,2022,0,
STATSNZ:AGR_AGR_002(1.0),8500,5,2024,464,
STATSNZ:AGR_AGR_002(1.0),8555,9,2024,87,
STATSNZ:AGR_AGR_002(1.0),8570,12,2024,0,
STATSNZ:AGR_AGR_002(1.0),8570,13,2024,0,
STATSNZ:AGR_AGR_002(1.0),8600,16,2024,,s
STATSNZ:AGR_AGR_002(1.0),9120,3,2024,990,
STATSNZ:AGR_AGR_002(1.0),9135,14,2024,0,
STATSNZ:AGR_AGR_002(1.0),9170,4,2024,,s
STATSNZ:AGR_AGR_002(1.0),9170,18,2024,0,
STATSNZ:AGR_AGR_002(1.0),9135,12,1994,9,
STATSNZ:AGR_AGR_002(1.0),9120,4,1994,11,
STATSNZ:AGR_AGR_002(1.0),9170,9,1994,11,
STATSNZ:AGR_AGR_002(1.0),8555,1,1994,715,
STATSNZ:AGR_AGR_002(1.0),8555,3,1994,783,
STATSNZ:AGR_AGR_002(1.0),8570,10,1994,1354,
STATSNZ:AGR_AGR_002(1.0),9120,2,1994,1723,
STATSNZ:AGR_AGR_002(1.0),8600,19,1994,3522,
STATSNZ:AGR_AGR_002(1.0),8500,6,1994,6179,
STATSNZ:AGR_AGR_002(1.0),8500,9,2002,329,
STATSNZ:AGR_AGR_002(1.0),8700,2,2002,276,
STATSNZ:AGR_AGR_002(1.0),9120,20,2002,5621,
STATSNZ:AGR_AGR_002(1.0),9170,6,2002,2795,
STATSNZ:AGR_AGR_002(1.0),8500,3,2003,276,
STATSNZ:AGR_AGR_002(1.0),8500,5,2003,260,
STATSNZ:AGR_AGR_002(1.0),8555,2,2003,515,
STATSNZ:AGR_AGR_002(1.0),8555,10,2003,11607,
STATSNZ:AGR_AGR_002(1.0),8700,2,2003,290,
STATSNZ:AGR_AGR_002(1.0),9135,11,2003,49,
STATSNZ:AGR_AGR_002(1.0),9170,6,2003,2924,
STATSNZ:AGR_AGR_002(1.0),8500,3,2005,343,
STATSNZ:AGR_AGR_002(1.0),8555,10,2005,11316,
STATSNZ:AGR_AGR_002(1.0),8570,19,2005,28,
STATSNZ:AGR_AGR_002(1.0),8700,10,2005,1418,
STATSNZ:AGR_AGR_002(1.0),8700,15,2005,514,
STATSNZ:AGR_AGR_002(1.0),9120,19,2005,800,
STATSNZ:AGR_AGR_002(1.0),8500,2,2007,179,
STATSNZ:AGR_AGR_002(1.0),8555,19,2007,618,
STATSNZ:AGR_AGR_002(1.0),8570,7,2007,68,
STATSNZ:AGR_AGR_002(1.0),8570,9,2007,8,
STATSNZ:AGR_AGR_002(1.0),8600,4,2007,25,
STATSNZ:AGR_AGR_002(1.0),8700,1,2007,231,
STATSNZ:AGR_AGR_002(1.0),8700,16,2007,44,
STATSNZ:AGR_AGR_002(1.0),9120,11,2007,26,
STATSNZ:AGR_AGR_002(1.0),9120,15,2007,686,
STATSNZ:AGR_AGR_002(1.0),9135,8,2007,1578,
STATSNZ:AGR_AGR_002(1.0),9135,19,2007,4574,
STATSNZ:AGR_AGR_002(1.0),8500,20,2009,9284,
STATSNZ:AGR_AGR_002(1.0),8600,1,2009,130,
STATSNZ:AGR_AGR_002(1.0),8600,3,2009,46,
STATSNZ:AGR_AGR_002(1.0),8700,13,2009,197,
STATSNZ:AGR_AGR_002(1.0),9120,6,2009,427,
STATSNZ:AGR_AGR_002(1.0),9120,19,2009,702,
STATSNZ:AGR_AGR_002(1.0),9135,3,2009,2092,
STATSNZ:AGR_AGR_002(1.0),8570,4,2011,1925,
STATSNZ:AGR_AGR_002(1.0),8600,1,2011,109,
STATSNZ:AGR_AGR_002(1.0),8600,20,2011,34060,
STATSNZ:AGR_AGR_002(1.0),9120,6,2011,805,
STATSNZ:AGR_AGR_002(1.0),9135,3,2011,2226,
STATSNZ:AGR_AGR_002(1.0),8570,2,2012,148,
STATSNZ:AGR_AGR_002(1.0),8600,20,2012,34562,
STATSNZ:AGR_AGR_002(1.0),9135,1,2012,22,
STATSNZ:AGR_AGR_002(1.0),9135,16,2012,153,
STATSNZ:AGR_AGR_002(1.0),9135,18,2012,,c
STATSNZ:AGR_AGR_002(1.0),9135,20,2012,11578,
STATSNZ:AGR_AGR_002(1.0),9170,11,2012,14,
STATSNZ:AGR_AGR_002(1.0),9170,13,2012,,c
STATSNZ:AGR_AGR_002(1.0),9170,15,2012,,c
STATSNZ:AGR_AGR_002(1.0),8500,6,2014,4859,
STATSNZ:AGR_AGR_002(1.0),8500,8,2014,25,
STATSNZ:AGR_AGR_002(1.0),8500,19,2014,3006,
STATSNZ:AGR_AGR_002(1.0),8555,3,2014,479,
STATSNZ:AGR_AGR_002(1.0),8555,5,2014,269,
STATSNZ:AGR_AGR_002(1.0),8570,10,2014,3882,
STATSNZ:AGR_AGR_002(1.0),8570,15,2014,,c
STATSNZ:AGR_AGR_002(1.0),8570,17,2014,0,
STATSNZ:AGR_AGR_002(1.0),8600,12,2014,,c
STATSNZ:AGR_AGR_002(1.0),8600,14,2014,0,
STATSNZ:AGR_AGR_002(1.0),8700,7,2014,,c
STATSNZ:AGR_AGR_002(1.0),8700,9,2014,215,
STATSNZ:AGR_AGR_002(1.0),9120,4,2014,,c
STATSNZ:AGR_AGR_002(1.0),8700,10,2017,647,
STATSNZ:AGR_AGR_002(1.0),8700,15,2017,133,
STATSNZ:AGR_AGR_002(1.0),8700,17,2017,0,
STATSNZ:AGR_AGR_002(1.0),9120,12,2017,,s
STATSNZ:AGR_AGR_002(1.0),9120,14,2017,0,
STATSNZ:AGR_AGR_002(1.0),9135,7,2017,10,
STATSNZ:AGR_AGR_002(1.0),9135,9,2017,2,
STATSNZ:AGR_AGR_002(1.0),9135,11,2017,9,
STATSNZ:AGR_AGR_002(1.0),9170,2,2017,300,
STATSNZ:AGR_AGR_002(1.0),9170,4,2017,0,
STATSNZ:AGR_AGR_002(1.0),9170,6,2017,3388,
STATSNZ:AGR_AGR_002(1.0),8500,2,2019,82,
STATSNZ:AGR_AGR_002(1.0),8500,17,2019,,s
STATSNZ:AGR_AGR_002(1.0),8700,18,2019,0,
STATSNZ:AGR_AGR_002(1.0),8500,2,2020,54,
STATSNZ:AGR_AGR_002(1.0),8500,10,2020,6865,
STATSNZ:AGR_AGR_002(1.0),8570,16,2022,11,
STATSNZ:AGR_AGR_002(1.0),8600,11,2022,903,
STATSNZ:AGR_AGR_002(1.0),8600,13,2022,23343,
STATSNZ:AGR_AGR_002(1.0),8700,8,2022,23,
STATSNZ:AGR_AGR_002(1.0),8700,19,2022,127,
STATSNZ:AGR_AGR_002(1.0),9120,3,2022,1137,
STATSNZ:AGR_AGR_002(1.0),9120,5,2022,3,
STATSNZ:AGR_AGR_002(1.0),9135,2,2022,1257,
STATSNZ:AGR_AGR_002(1.0),9135,10,2022,3733,
STATSNZ:AGR_AGR_002(1.0),9135,17,2022,172,
STATSNZ:AGR_AGR_002(1.0),9170,12,2022,0,
STATSNZ:AGR_AGR_002(1.0),9170,14,2022,,s
STATSNZ:AGR_AGR_002(1.0),8500,7,2024,5,
STATSNZ:AGR_AGR_002(1.0),8500,9,2024,105,
STATSNZ:AGR_AGR_002(1.0),8500,11,2024,2210,
STATSNZ:AGR_AGR_002(1.0),8555,2,2024,570,
STATSNZ:AGR_AGR_002(1.0),8555,4,2024,10885,
STATSNZ:AGR_AGR_002(1.0),8555,6,2024,106,
STATSNZ:AGR_AGR_002(1.0),8570,1,2024,1793,
STATSNZ:AGR_AGR_002(1.0),8570,20,2024,4337,
STATSNZ:AGR_AGR_002(1.0),8600,11,2024,729,
STATSNZ:AGR_AGR_002(1.0),9120,18,2024,0,
STATSNZ:AGR_AGR_002(1.0),9135,15,2024,6088,
STATSNZ:AGR_AGR_002(1.0),9170,11,1994,7,
STATSNZ:AGR_AGR_002(1.0),9135,1,1994,102,
STATSNZ:AGR_AGR_002(1.0),9120,17,1994,288,
STATSNZ:AGR_AGR_002(1.0),8600,6,1994,1756,
STATSNZ:AGR_AGR_002(1.0),9135,19,1994,3360,
STATSNZ:AGR_AGR_002(1.0),9120,10,1994,3874,
STATSNZ:AGR_AGR_002(1.0),8555,20,1994,12174,
STATSNZ:AGR_AGR_002(1.0),8500,13,2002,211,
STATSNZ:AGR_AGR_002(1.0),8555,6,2002,189,
STATSNZ:AGR_AGR_002(1.0),8600,15,2002,749,
STATSNZ:AGR_AGR_002(1.0),8700,15,2002,659,
STATSNZ:AGR_AGR_002(1.0),9135,9,2002,57,
STATSNZ:AGR_AGR_002(1.0),8500,1,2003,47,
STATSNZ:AGR_AGR_002(1.0),8555,15,2003,21,
STATSNZ:AGR_AGR_002(1.0),8600,5,2003,1595,
STATSNZ:AGR_AGR_002(1.0),8600,9,2003,915,
STATSNZ:AGR_AGR_002(1.0),8700,6,2003,263,
STATSNZ:AGR_AGR_002(1.0),9120,3,2003,1927,
STATSNZ:AGR_AGR_002(1.0),9120,20,2003,5748,
STATSNZ:AGR_AGR_002(1.0),8500,16,2005,622,
STATSNZ:AGR_AGR_002(1.0),8500,20,2005,10982,
STATSNZ:AGR_AGR_002(1.0),8570,6,2005,31,
STATSNZ:AGR_AGR_002(1.0),8600,3,2005,153,
STATSNZ:AGR_AGR_002(1.0),8500,4,2007,8,
STATSNZ:AGR_AGR_002(1.0),8500,10,2007,6004,
STATSNZ:AGR_AGR_002(1.0),8555,1,2007,634,
STATSNZ:AGR_AGR_002(1.0),8570,11,2007,9,
STATSNZ:AGR_AGR_002(1.0),8600,8,2007,10,
STATSNZ:AGR_AGR_002(1.0),8700,5,2007,6,
STATSNZ:AGR_AGR_002(1.0),8555,5,2009,273,
STATSNZ:AGR_AGR_002(1.0),8570,2,2009,90,
STATSNZ:AGR_AGR_002(1.0),8600,16,2009,2018,
STATSNZ:AGR_AGR_002(1.0),8600,20,2009,33422,
STATSNZ:AGR_AGR_002(1.0),8700,10,2009,1286,
STATSNZ:AGR_AGR_002(1.0),8500,19,2011,3260,
STATSNZ:AGR_AGR_002(1.0),8555,3,2011,659,
STATSNZ:AGR_AGR_002(1.0),8570,10,2011,3959,
STATSNZ:AGR_AGR_002(1.0),8700,11,2011,134,
STATSNZ:AGR_AGR_002(1.0),9120,8,2011,281,
STATSNZ:AGR_AGR_002(1.0),9135,16,2011,134,
STATSNZ:AGR_AGR_002(1.0),8500,8,2012,34,
STATSNZ:AGR_AGR_002(1.0),8500,18,2012,0,
STATSNZ:AGR_AGR_002(1.0),8555,1,2012,574,
STATSNZ:AGR_AGR_002(1.0),8555,5,2012,326,
STATSNZ:AGR_AGR_002(1.0),8555,15,2012,,c
STATSNZ:AGR_AGR_002(1.0),8570,15,2012,,c
STATSNZ:AGR_AGR_002(1.0),8600,12,2012,,c
STATSNZ:AGR_AGR_002(1.0),8700,5,2012,,c
STATSNZ:AGR_AGR_002(1.0),8700,9,2012,216,
STATSNZ:AGR_AGR_002(1.0),9120,2,2012,1621,
STATSNZ:AGR_AGR_002(1.0),9120,6,2012,662,
STATSNZ:AGR_AGR_002(1.0),9135,3,2012,2074,
STATSNZ:AGR_AGR_002(1.0),9135,14,2012,0,
STATSNZ:AGR_AGR_002(1.0),9170,10,2012,,c
STATSNZ:AGR_AGR_002(1.0),8555,7,2014,,c
STATSNZ:AGR_AGR_002(1.0),8555,18,2014,0,
STATSNZ:AGR_AGR_002(1.0),8570,4,2014,1958,
STATSNZ:AGR_AGR_002(1.0),8600,1,2014,,s
STATSNZ:AGR_AGR_002(1.0),8700,11,2014,107,
STATSNZ:AGR_AGR_002(1.0),9120,6,2014,817,
STATSNZ:AGR_AGR_002(1.0),9135,16,2014,47,
STATSNZ:AGR_AGR_002(1.0),9170,3,2014,504,
STATSNZ:AGR_AGR_002(1.0),9170,13,2014,0,
STATSNZ:AGR_AGR_002(1.0),8500,1,2017,20,
STATSNZ:AGR_AGR_002(1.0),8500,11,2017,2400,
STATSNZ:AGR_AGR_002(1.0),8555,11,2017,440,
STATSNZ:AGR_AGR_002(1.0),8570,8,2017,3,
STATSNZ:AGR_AGR_002(1.0),8600,1,2017,,s
STATSNZ:AGR_AGR_002(1.0),8600,5,2017,1245,
STATSNZ:AGR_AGR_002(1.0),8700,2,2017,128,
STATSNZ:AGR_AGR_002(1.0),8700,13,2017,50,
STATSNZ:AGR_AGR_002(1.0),9120,19,2017,1109,
STATSNZ:AGR_AGR_002(1.0),9120,20,2017,6009,
STATSNZ:AGR_AGR_002(1.0),9170,17,2017,0,
STATSNZ:AGR_AGR_002(1.0),8500,4,2019,50,
STATSNZ:AGR_AGR_002(1.0),8555,14,2019,0,
STATSNZ:AGR_AGR_002(1.0),8555,18,2019,0,
STATSNZ:AGR_AGR_002(1.0),8570,11,2019,6,
STATSNZ:AGR_AGR_002(1.0),8600,8,2019,32,
STATSNZ:AGR_AGR_002(1.0),8700,8,2019,,s
STATSNZ:AGR_AGR_002(1.0),9120,5,2019,1,
STATSNZ:AGR_AGR_002(1.0),9120,15,2019,1405,
STATSNZ:AGR_AGR_002(1.0),9135,2,2019,1483,
STATSNZ:AGR_AGR_002(1.0),9170,20,2019,6783,
STATSNZ:AGR_AGR_002(1.0),8500,15,2020,241,
STATSNZ:AGR_AGR_002(1.0),8555,12,2020,,s
STATSNZ:AGR_AGR_002(1.0),8555,16,2020,,s
STATSNZ:AGR_AGR_002(1.0),8570,9,2020,7,
STATSNZ:AGR_AGR_002(1.0),8600,6,2020,3960,
STATSNZ:AGR_AGR_002(1.0),8700,6,2020,114,
STATSNZ:AGR_AGR_002(1.0),8700,16,2020,16,
STATSNZ:AGR_AGR_002(1.0),9120,3,2020,1530,
STATSNZ:AGR_AGR_002(1.0),9120,13,2020,44,
STATSNZ:AGR_AGR_002(1.0),9135,10,2020,5358,
STATSNZ:AGR_AGR_002(1.0),9135,19,2020,5543,
STATSNZ:AGR_AGR_002(1.0),8500,7,2022,2,
STATSNZ:AGR_AGR_002(1.0),8555,4,2022,11288,
STATSNZ:AGR_AGR_002(1.0),8570,1,2022,2169,
STATSNZ:AGR_AGR_002(1.0),8600,9,2022,1196,
STATSNZ:AGR_AGR_002(1.0),8700,6,2022,115,
STATSNZ:AGR_AGR_002(1.0),9120,16,2022,,s
STATSNZ:AGR_AGR_002(1.0),9135,13,2022,6,
STATSNZ:AGR_AGR_002(1.0),9170,19,2022,27,
STATSNZ:AGR_AGR_002(1.0),9170,20,2022,4800,
STATSNZ:AGR_AGR_002(1.0),8555,17,2024,,s
STATSNZ:AGR_AGR_002(1.0),8570,14,2024,0,
STATSNZ:AGR_AGR_002(1.0),8570,18,2024,0,
STATSNZ:AGR_AGR_002(1.0),8600,15,2024,1231,
STATSNZ:AGR_AGR_002(1.0),8700,8,2024,,s
STATSNZ:AGR_AGR_002(1.0),8700,12,2024,0,
STATSNZ:AGR_AGR_002(1.0),9120,5,2024,0,
STATSNZ:AGR_AGR_002(1.0),9135,2,2024,1649,
STATSNZ:AGR_AGR_002(1.0),9170,2,2024,13,
STATSNZ:AGR_AGR_002(1.0),9170,12,2024,0,
STATSNZ:AGR_AGR_002(1.0),8570,19,1994,21,
STATSNZ:AGR_AGR_002(1.0),8500,2,1994,600,
STATSNZ:AGR_AGR_002(1.0),8500,20,2002,11717,
STATSNZ:AGR_AGR_002(1.0),8555,9,2002,38,
STATSNZ:AGR_AGR_002(1.0),8555,19,2002,635,
STATSNZ:AGR_AGR_002(1.0),8570,4,2002,1608,
STATSNZ:AGR_AGR_002(1.0),8570,5,2002,57,
STATSNZ:AGR_AGR_002(1.0),8570,6,2002,30,
STATSNZ:AGR_AGR_002(1.0),8600,1,2002,53,
STATSNZ:AGR_AGR_002(1.0),8600,3,2002,218,
STATSNZ:AGR_AGR_002(1.0),8700,13,2002,449,
STATSNZ:AGR_AGR_002(1.0),9120,11,2002,37,
STATSNZ:AGR_AGR_002(1.0),9135,6,2002,641,
STATSNZ:AGR_AGR_002(1.0),8500,15,2003,265,
STATSNZ:AGR_AGR_002(1.0),9135,20,2003,10931,
STATSNZ:AGR_AGR_002(1.0),8500,13,2005,80,
STATSNZ:AGR_AGR_002(1.0),8500,15,2005,210,
STATSNZ:AGR_AGR_002(1.0),8700,4,2007,56,
STATSNZ:AGR_AGR_002(1.0),8500,9,2009,109,
STATSNZ:AGR_AGR_002(1.0),8500,11,2009,2382,
STATSNZ:AGR_AGR_002(1.0),8555,6,2009,240,
