DATAFLOW,FORESTRY_AGR_AGR_001,AREA_AGR_AGR_001,YEAR_AGR_AGR_001,OBS_VALUE,OBS_STATUS
STATSNZ:AGR_AGR_001(1.0),6051,20,2008,33130,
STATSNZ:AGR_AGR_001(1.0),6051,5,2006,1424,
STATSNZ:AGR_AGR_001(1.0),6051,6,2006,3016,
STATSNZ:AGR_AGR_001(1.0),6052,1,2006,1303078,
STATSNZ:AGR_AGR_001(1.0),6052,10,2005,13625094,
STATSNZ:AGR_AGR_001(1.0),6052,11,2018,1068669,
STATSNZ:AGR_AGR_001(1.0),6052,13,2018,786574,
STATSNZ:AGR_AGR_001(1.0),6052,16,2005,1090678,
STATSNZ:AGR_AGR_001(1.0),6052,16,2006,1177237,
STATSNZ:AGR_AGR_001(1.0),6052,17,2006,325803,
STATSNZ:AGR_AGR_001(1.0),6052,19,2011,5382735,
STATSNZ:AGR_AGR_001(1.0),6052,2,2004,1293913,
STATSNZ:AGR_AGR_001(1.0),6052,2,2005,515271,
STATSNZ:AGR_AGR_001(1.0),6052,2,2006,570548,
STATSNZ:AGR_AGR_001(1.0),6052,3,2004,5472867,
STATSNZ:AGR_AGR_001(1.0),6052,8,2011,1437427,
STATSNZ:AGR_AGR_001(1.0),6052,9,2011,804772,
STATSNZ:AGR_AGR_001(1.0),6053,1,2004,3679,
STATSNZ:AGR_AGR_001(1.0),6053,10,2002,34162,
STATSNZ:AGR_AGR_001(1.0),6053,13,2004,1094,
STATSNZ:AGR_AGR_001(1.0),6053,13,2005,1351,
STATSNZ:AGR_AGR_001(1.0),6053,13,2006,1667,
STATSNZ:AGR_AGR_001(1.0),6053,15,2004,2365,
STATSNZ:AGR_AGR_001(1.0),6053,19,2018,15418,
STATSNZ:AGR_AGR_001(1.0),6053,2,2002,2023,
STATSNZ:AGR_AGR_001(1.0),6053,20,2004,49247,
STATSNZ:AGR_AGR_001(1.0),6053,20,2005,40937,
STATSNZ:AGR_AGR_001(1.0),6053,5,2011,2545,
STATSNZ:AGR_AGR_001(1.0),6053,7,2007,131,
STATSNZ:AGR_AGR_001(1.0),6053,8,2018,5317,
STATSNZ:AGR_AGR_001(1.0),6053,9,2007,1098,
STATSNZ:AGR_AGR_001(1.0),6050,10,2015,1727,
STATSNZ:AGR_AGR_001(1.0),6050,12,2016,0,
STATSNZ:AGR_AGR_001(1.0),6050,14,2015,,s
STATSNZ:AGR_AGR_001(1.0),6050,15,2011,734,
STATSNZ:AGR_AGR_001(1.0),6050,17,2007,207,
STATSNZ:AGR_AGR_001(1.0),6050,18,2013,0,
STATSNZ:AGR_AGR_001(1.0),6050,18,2018,0,
STATSNZ:AGR_AGR_001(1.0),6050,19,2002,13054,
STATSNZ:AGR_AGR_001(1.0),6050,19,2004,6217,
STATSNZ:AGR_AGR_001(1.0),6050,19,2017,2426,
STATSNZ:AGR_AGR_001(1.0),6050,20,2009,2356,
STATSNZ:AGR_AGR_001(1.0),6050,3,2007,198,
STATSNZ:AGR_AGR_001(1.0),6050,6,2014,247,
STATSNZ:AGR_AGR_001(1.0),6051,1,2018,5560,
STATSNZ:AGR_AGR_001(1.0),6051,10,2007,22185,
STATSNZ:AGR_AGR_001(1.0),6051,11,2015,,c
STATSNZ:AGR_AGR_001(1.0),6051,15,2003,2011,
STATSNZ:AGR_AGR_001(1.0),6051,15,2013,1489,
STATSNZ:AGR_AGR_001(1.0),6051,15,2018,2242,
STATSNZ:AGR_AGR_001(1.0),6051,16,2003,2312,
STATSNZ:AGR_AGR_001(1.0),6051,17,2012,1033,
STATSNZ:AGR_AGR_001(1.0),6051,19,2009,9141,
STATSNZ:AGR_AGR_001(1.0),6051,2,2014,,c
STATSNZ:AGR_AGR_001(1.0),6051,20,2011,35102,
STATSNZ:AGR_AGR_001(1.0),6051,3,2014,6289,
STATSNZ:AGR_AGR_001(1.0),6051,4,2010,6431,
STATSNZ:AGR_AGR_001(1.0),6051,6,2017,1028,
STATSNZ:AGR_AGR_001(1.0),6051,7,2002,256,
STATSNZ:AGR_AGR_001(1.0),6051,7,2017,144,
STATSNZ:AGR_AGR_001(1.0),6051,8,2016,1778,
STATSNZ:AGR_AGR_001(1.0),6051,9,2016,799,
STATSNZ:AGR_AGR_001(1.0),6052,1,2005,1139546,
STATSNZ:AGR_AGR_001(1.0),6052,1,2010,2110895,
STATSNZ:AGR_AGR_001(1.0),6052,10,2012,19878197,
STATSNZ:AGR_AGR_001(1.0),6052,10,2014,21404307,
STATSNZ:AGR_AGR_001(1.0),6052,12,2013,,c
STATSNZ:AGR_AGR_001(1.0),6052,12,2018,,s
STATSNZ:AGR_AGR_001(1.0),6052,14,2012,290051,
STATSNZ:AGR_AGR_001(1.0),6052,15,2005,782402,
STATSNZ:AGR_AGR_001(1.0),6052,15,2010,924057,
STATSNZ:AGR_AGR_001(1.0),6052,17,2017,866419,
STATSNZ:AGR_AGR_001(1.0),6052,18,2017,0,
STATSNZ:AGR_AGR_001(1.0),6052,20,2014,26400610,
STATSNZ:AGR_AGR_001(1.0),6052,3,2006,4137113,
STATSNZ:AGR_AGR_001(1.0),6052,6,2016,585199,
STATSNZ:AGR_AGR_001(1.0),6052,8,2015,834313,
STATSNZ:AGR_AGR_001(1.0),6052,9,2008,404821,
STATSNZ:AGR_AGR_001(1.0),6053,1,2002,2770,
STATSNZ:AGR_AGR_001(1.0),6053,10,2004,36659,
STATSNZ:AGR_AGR_001(1.0),6053,10,2006,30842,
STATSNZ:AGR_AGR_001(1.0),6053,11,2012,,c
STATSNZ:AGR_AGR_001(1.0),6053,11,2014,2116,
STATSNZ:AGR_AGR_001(1.0),6053,12,2010,342,
STATSNZ:AGR_AGR_001(1.0),6053,14,2017,87,
STATSNZ:AGR_AGR_001(1.0),6053,15,2017,3063,
STATSNZ:AGR_AGR_001(1.0),6053,16,2016,2275,
STATSNZ:AGR_AGR_001(1.0),6053,17,2016,1559,
STATSNZ:AGR_AGR_001(1.0),6053,18,2015,0,
STATSNZ:AGR_AGR_001(1.0),6053,19,2014,11501,
STATSNZ:AGR_AGR_001(1.0),6053,20,2006,42835,
STATSNZ:AGR_AGR_001(1.0),6053,3,2009,6001,
STATSNZ:AGR_AGR_001(1.0),6053,4,2009,9362,
STATSNZ:AGR_AGR_001(1.0),6053,5,2008,1894,
STATSNZ:AGR_AGR_001(1.0),6053,6,2011,3351,
STATSNZ:AGR_AGR_001(1.0),6053,8,2007,2610,
STATSNZ:AGR_AGR_001(1.0),6053,9,2013,1218,
STATSNZ:AGR_AGR_001(1.0),6053,9,2018,1891,
STATSNZ:AGR_AGR_001(1.0),6050,1,2015,94,
STATSNZ:AGR_AGR_001(1.0),6050,10,2007,1280,
STATSNZ:AGR_AGR_001(1.0),6050,14,2017,,s
STATSNZ:AGR_AGR_001(1.0),6050,15,2008,530,
STATSNZ:AGR_AGR_001(1.0),6050,15,2018,,s
STATSNZ:AGR_AGR_001(1.0),6050,16,2016,722,
STATSNZ:AGR_AGR_001(1.0),6050,17,2014,116,
STATSNZ:AGR_AGR_001(1.0),6050,18,2015,0,
STATSNZ:AGR_AGR_001(1.0),6050,18,2017,0,
STATSNZ:AGR_AGR_001(1.0),6050,19,2010,1068,
STATSNZ:AGR_AGR_001(1.0),6050,20,2006,4223,
STATSNZ:AGR_AGR_001(1.0),6050,20,2016,3675,
STATSNZ:AGR_AGR_001(1.0),6050,3,2006,374,
STATSNZ:AGR_AGR_001(1.0),6050,5,2013,1808,
STATSNZ:AGR_AGR_001(1.0),6050,7,2012,236,
STATSNZ:AGR_AGR_001(1.0),6050,9,2002,1723,
STATSNZ:AGR_AGR_001(1.0),6051,1,2003,2806,
STATSNZ:AGR_AGR_001(1.0),6051,10,2013,30946,
STATSNZ:AGR_AGR_001(1.0),6051,11,2016,,c
STATSNZ:AGR_AGR_001(1.0),6051,13,2015,1440,
STATSNZ:AGR_AGR_001(1.0),6051,13,2017,2569,
STATSNZ:AGR_AGR_001(1.0),6051,15,2006,1319,
STATSNZ:AGR_AGR_001(1.0),6051,15,2016,851,
STATSNZ:AGR_AGR_001(1.0),6051,16,2005,2895,
STATSNZ:AGR_AGR_001(1.0),6051,16,2014,2716,
STATSNZ:AGR_AGR_001(1.0),6051,17,2015,2245,
STATSNZ:AGR_AGR_001(1.0),6051,19,2008,10598,
STATSNZ:AGR_AGR_001(1.0),6051,2,2012,1219,
STATSNZ:AGR_AGR_001(1.0),6051,20,2014,40964,
STATSNZ:AGR_AGR_001(1.0),6051,4,2013,8139,
STATSNZ:AGR_AGR_001(1.0),6051,5,2010,1752,
STATSNZ:AGR_AGR_001(1.0),6051,6,2011,2772,
STATSNZ:AGR_AGR_001(1.0),6051,6,2012,2738,
STATSNZ:AGR_AGR_001(1.0),6051,9,2017,1445,
STATSNZ:AGR_AGR_001(1.0),6052,1,2011,2587530,
STATSNZ:AGR_AGR_001(1.0),6052,1,2012,3124791,
STATSNZ:AGR_AGR_001(1.0),6052,10,2010,16422517,
STATSNZ:AGR_AGR_001(1.0),6052,11,2014,1066892,
STATSNZ:AGR_AGR_001(1.0),6052,12,2015,,c
STATSNZ:AGR_AGR_001(1.0),6052,13,2003,515656,
STATSNZ:AGR_AGR_001(1.0),6052,13,2004,526554,
STATSNZ:AGR_AGR_001(1.0),6052,16,2002,1013566,
STATSNZ:AGR_AGR_001(1.0),6052,17,2010,456785,
STATSNZ:AGR_AGR_001(1.0),6052,18,2018,0,
STATSNZ:AGR_AGR_001(1.0),6052,19,2006,4754135,
STATSNZ:AGR_AGR_001(1.0),6052,19,2016,4585887,
STATSNZ:AGR_AGR_001(1.0),6052,20,2002,20420136,
STATSNZ:AGR_AGR_001(1.0),6052,20,2013,26744054,
STATSNZ:AGR_AGR_001(1.0),6052,3,2007,3594545,
STATSNZ:AGR_AGR_001(1.0),6052,3,2009,3129045,
STATSNZ:AGR_AGR_001(1.0),6052,4,2017,6497816,
STATSNZ:AGR_AGR_001(1.0),6052,5,2008,960801,
STATSNZ:AGR_AGR_001(1.0),6052,7,2007,63939,
STATSNZ:AGR_AGR_001(1.0),6052,8,2017,1080832,
STATSNZ:AGR_AGR_001(1.0),6053,10,2008,30769,
STATSNZ:AGR_AGR_001(1.0),6053,13,2018,2583,
STATSNZ:AGR_AGR_001(1.0),6053,15,2009,1729,
STATSNZ:AGR_AGR_001(1.0),6053,16,2010,2525,
STATSNZ:AGR_AGR_001(1.0),6053,17,2008,1189,
STATSNZ:AGR_AGR_001(1.0),6053,17,2018,,s
STATSNZ:AGR_AGR_001(1.0),6053,2,2007,900,
STATSNZ:AGR_AGR_001(1.0),6053,20,2010,43760,
STATSNZ:AGR_AGR_001(1.0),6053,3,2017,8281,
STATSNZ:AGR_AGR_001(1.0),6053,5,2006,1447,
STATSNZ:AGR_AGR_001(1.0),6053,5,2016,3724,
STATSNZ:AGR_AGR_001(1.0),6053,6,2005,3603,
STATSNZ:AGR_AGR_001(1.0),6053,6,2014,4744,
STATSNZ:AGR_AGR_001(1.0),6053,7,2002,182,
STATSNZ:AGR_AGR_001(1.0),6053,7,2013,,s
STATSNZ:AGR_AGR_001(1.0),6053,8,2003,2923,
STATSNZ:AGR_AGR_001(1.0),6053,8,2004,2901,
STATSNZ:AGR_AGR_001(1.0),6053,9,2011,1557,
STATSNZ:AGR_AGR_001(1.0),6053,9,2012,921,
STATSNZ:AGR_AGR_001(1.0),6050,1,2017,148,
STATSNZ:AGR_AGR_001(1.0),6050,10,2009,1280,
STATSNZ:AGR_AGR_001(1.0),6050,10,2014,3047,
STATSNZ:AGR_AGR_001(1.0),6050,11,2012,204,
STATSNZ:AGR_AGR_001(1.0),6050,13,2013,,c
STATSNZ:AGR_AGR_001(1.0),6050,15,2012,706,
STATSNZ:AGR_AGR_001(1.0),6050,2,2008,43,
STATSNZ:AGR_AGR_001(1.0),6050,2,2018,48,
STATSNZ:AGR_AGR_001(1.0),6050,3,2011,1508,
STATSNZ:AGR_AGR_001(1.0),6050,3,2016,659,
STATSNZ:AGR_AGR_001(1.0),6050,4,2014,78,
STATSNZ:AGR_AGR_001(1.0),6050,5,2002,6008,
STATSNZ:AGR_AGR_001(1.0),6050,5,2015,393,
STATSNZ:AGR_AGR_001(1.0),6050,7,2016,566,
STATSNZ:AGR_AGR_001(1.0),6050,8,2014,,s
STATSNZ:AGR_AGR_001(1.0),6050,9,2013,,c
STATSNZ:AGR_AGR_001(1.0),6050,9,2015,26,
STATSNZ:AGR_AGR_001(1.0),6051,1,2004,4127,
STATSNZ:AGR_AGR_001(1.0),6051,12,2014,,c
STATSNZ:AGR_AGR_001(1.0),6051,13,2010,1528,
STATSNZ:AGR_AGR_001(1.0),6051,13,2013,1923,
STATSNZ:AGR_AGR_001(1.0),6051,15,2012,1742,
STATSNZ:AGR_AGR_001(1.0),6051,16,2007,2490,
STATSNZ:AGR_AGR_001(1.0),6051,17,2013,1578,
STATSNZ:AGR_AGR_001(1.0),6051,19,2018,12334,
STATSNZ:AGR_AGR_001(1.0),6051,20,2005,41333,
STATSNZ:AGR_AGR_001(1.0),6051,20,2007,32988,
STATSNZ:AGR_AGR_001(1.0),6051,3,2005,9653,
STATSNZ:AGR_AGR_001(1.0),6051,4,2009,5951,
STATSNZ:AGR_AGR_001(1.0),6051,5,2017,2363,
STATSNZ:AGR_AGR_001(1.0),6051,6,2018,2073,
STATSNZ:AGR_AGR_001(1.0),6051,7,2016,72,
STATSNZ:AGR_AGR_001(1.0),6051,8,2002,1505,
STATSNZ:AGR_AGR_001(1.0),6051,8,2007,1934,
STATSNZ:AGR_AGR_001(1.0),6051,9,2010,738,
STATSNZ:AGR_AGR_001(1.0),6051,9,2015,724,
STATSNZ:AGR_AGR_001(1.0),6052,10,2003,18104094,
STATSNZ:AGR_AGR_001(1.0),6052,12,2017,58323,
STATSNZ:AGR_AGR_001(1.0),6052,13,2010,672967,
STATSNZ:AGR_AGR_001(1.0),6052,14,2016,5990,
STATSNZ:AGR_AGR_001(1.0),6052,15,2014,1051011,
STATSNZ:AGR_AGR_001(1.0),6052,16,2007,918186,
STATSNZ:AGR_AGR_001(1.0),6052,16,2009,751332,
STATSNZ:AGR_AGR_001(1.0),6052,17,2003,613118,
STATSNZ:AGR_AGR_001(1.0),6052,20,2015,25375107,
STATSNZ:AGR_AGR_001(1.0),6052,3,2002,6122688,
STATSNZ:AGR_AGR_001(1.0),6052,3,2005,4133533,
STATSNZ:AGR_AGR_001(1.0),6052,7,2005,86543,
STATSNZ:AGR_AGR_001(1.0),6053,1,2006,2751,
STATSNZ:AGR_AGR_001(1.0),6053,1,2016,9667,
STATSNZ:AGR_AGR_001(1.0),6053,10,2018,46686,
STATSNZ:AGR_AGR_001(1.0),6053,11,2013,2258,
STATSNZ:AGR_AGR_001(1.0),6053,13,2012,1751,
STATSNZ:AGR_AGR_001(1.0),6053,16,2017,2875,
STATSNZ:AGR_AGR_001(1.0),6053,18,2016,0,
STATSNZ:AGR_AGR_001(1.0),6053,19,2005,12712,
STATSNZ:AGR_AGR_001(1.0),6053,2,2009,1336,
STATSNZ:AGR_AGR_001(1.0),6053,2,2014,1076,
STATSNZ:AGR_AGR_001(1.0),6053,20,2015,48002,
STATSNZ:AGR_AGR_001(1.0),6053,20,2017,52257,
STATSNZ:AGR_AGR_001(1.0),6053,3,2010,5956,
STATSNZ:AGR_AGR_001(1.0),6053,3,2015,7778,
STATSNZ:AGR_AGR_001(1.0),6053,4,2008,9189,
STATSNZ:AGR_AGR_001(1.0),6053,4,2018,11334,
STATSNZ:AGR_AGR_001(1.0),6053,6,2007,3010,
STATSNZ:AGR_AGR_001(1.0),6053,7,2015,344,
STATSNZ:AGR_AGR_001(1.0),6050,1,2002,1446,
STATSNZ:AGR_AGR_001(1.0),6050,10,2002,20620,
STATSNZ:AGR_AGR_001(1.0),6050,10,2013,5937,
STATSNZ:AGR_AGR_001(1.0),6050,14,2003,277,
STATSNZ:AGR_AGR_001(1.0),6050,14,2013,,c
STATSNZ:AGR_AGR_001(1.0),6050,16,2012,619,
STATSNZ:AGR_AGR_001(1.0),6050,19,2015,1324,
STATSNZ:AGR_AGR_001(1.0),6050,2,2003,729,
STATSNZ:AGR_AGR_001(1.0),6050,2,2012,32,
STATSNZ:AGR_AGR_001(1.0),6050,20,2011,7228,
STATSNZ:AGR_AGR_001(1.0),6050,5,2017,110,
STATSNZ:AGR_AGR_001(1.0),6050,6,2017,692,
STATSNZ:AGR_AGR_001(1.0),6050,7,2018,,s
STATSNZ:AGR_AGR_001(1.0),6050,8,2007,331,
STATSNZ:AGR_AGR_001(1.0),6050,8,2016,584,
STATSNZ:AGR_AGR_001(1.0),6051,1,2008,2295,
STATSNZ:AGR_AGR_001(1.0),6051,10,2009,22344,
STATSNZ:AGR_AGR_001(1.0),6051,10,2010,24054,
STATSNZ:AGR_AGR_001(1.0),6051,13,2003,788,
STATSNZ:AGR_AGR_001(1.0),6051,15,2011,1332,
STATSNZ:AGR_AGR_001(1.0),6051,18,2017,0,
STATSNZ:AGR_AGR_001(1.0),6051,18,2018,0,
STATSNZ:AGR_AGR_001(1.0),6051,19,2011,10629,
STATSNZ:AGR_AGR_001(1.0),6051,2,2008,795,
STATSNZ:AGR_AGR_001(1.0),6051,20,2009,31485,
STATSNZ:AGR_AGR_001(1.0),6051,3,2006,8948,
STATSNZ:AGR_AGR_001(1.0),6051,3,2007,5751,
STATSNZ:AGR_AGR_001(1.0),6051,4,2007,7304,
STATSNZ:AGR_AGR_001(1.0),6051,4,2017,9511,
STATSNZ:AGR_AGR_001(1.0),6051,6,2016,1056,
STATSNZ:AGR_AGR_001(1.0),6051,7,2005,175,
STATSNZ:AGR_AGR_001(1.0),6051,7,2014,,c
STATSNZ:AGR_AGR_001(1.0),6051,8,2005,1267,
STATSNZ:AGR_AGR_001(1.0),6051,8,2015,1797,
STATSNZ:AGR_AGR_001(1.0),6052,1,2016,4854009,
STATSNZ:AGR_AGR_001(1.0),6052,12,2010,155279,
STATSNZ:AGR_AGR_001(1.0),6052,13,2008,737583,
STATSNZ:AGR_AGR_001(1.0),6052,13,2017,892591,
STATSNZ:AGR_AGR_001(1.0),6052,14,2018,302650,
STATSNZ:AGR_AGR_001(1.0),6052,15,2007,1113439,
STATSNZ:AGR_AGR_001(1.0),6052,15,2016,717125,
STATSNZ:AGR_AGR_001(1.0),6052,16,2014,1078804,
STATSNZ:AGR_AGR_001(1.0),6052,17,2015,860329,
STATSNZ:AGR_AGR_001(1.0),6052,2,2014,533494,
STATSNZ:AGR_AGR_001(1.0),6052,20,2007,19107417,
STATSNZ:AGR_AGR_001(1.0),6052,20,2017,25911986,
STATSNZ:AGR_AGR_001(1.0),6052,3,2013,5229292,
STATSNZ:AGR_AGR_001(1.0),6052,5,2011,1466310,
STATSNZ:AGR_AGR_001(1.0),6052,5,2012,1567699,
STATSNZ:AGR_AGR_001(1.0),6052,7,2002,88534,
STATSNZ:AGR_AGR_001(1.0),6052,8,2002,662245,
STATSNZ:AGR_AGR_001(1.0),6052,8,2003,1291024,
STATSNZ:AGR_AGR_001(1.0),6053,1,2012,6636,
STATSNZ:AGR_AGR_001(1.0),6053,10,2003,37436,
STATSNZ:AGR_AGR_001(1.0),6053,10,2012,36601,
STATSNZ:AGR_AGR_001(1.0),6053,11,2007,2337,
STATSNZ:AGR_AGR_001(1.0),6053,12,2017,157,
STATSNZ:AGR_AGR_001(1.0),6053,14,2014,,c
STATSNZ:AGR_AGR_001(1.0),6053,14,2016,200,
STATSNZ:AGR_AGR_001(1.0),6053,15,2005,2172,
STATSNZ:AGR_AGR_001(1.0),6053,15,2014,2891,
STATSNZ:AGR_AGR_001(1.0),6053,16,2004,2945,
STATSNZ:AGR_AGR_001(1.0),6053,16,2015,3281,
STATSNZ:AGR_AGR_001(1.0),6053,19,2007,12149,
STATSNZ:AGR_AGR_001(1.0),6053,20,2013,50467,
STATSNZ:AGR_AGR_001(1.0),6053,3,2002,13008,
STATSNZ:AGR_AGR_001(1.0),6053,4,2011,10540,
STATSNZ:AGR_AGR_001(1.0),6053,6,2009,3005,
STATSNZ:AGR_AGR_001(1.0),6053,8,2008,2543,
STATSNZ:AGR_AGR_001(1.0),6053,9,2006,783,
STATSNZ:AGR_AGR_001(1.0),6053,9,2008,783,
STATSNZ:AGR_AGR_001(1.0),6050,1,2013,,c
STATSNZ:AGR_AGR_001(1.0),6050,13,2002,1106,
STATSNZ:AGR_AGR_001(1.0),6050,13,2007,187,
STATSNZ:AGR_AGR_001(1.0),6050,13,2017,472,
STATSNZ:AGR_AGR_001(1.0),6050,15,2003,1853,
STATSNZ:AGR_AGR_001(1.0),6050,15,2016,179,
STATSNZ:AGR_AGR_001(1.0),6050,16,2014,430,
STATSNZ:AGR_AGR_001(1.0),6050,17,2009,36,
STATSNZ:AGR_AGR_001(1.0),6050,3,2012,1280,
STATSNZ:AGR_AGR_001(1.0),6050,9,2014,,s
STATSNZ:AGR_AGR_001(1.0),6051,1,2010,3117,
STATSNZ:AGR_AGR_001(1.0),6051,1,2015,5862,
STATSNZ:AGR_AGR_001(1.0),6051,10,2015,29113,
STATSNZ:AGR_AGR_001(1.0),6051,12,2013,,c
STATSNZ:AGR_AGR_001(1.0),6051,14,2012,,c
STATSNZ:AGR_AGR_001(1.0),6051,16,2006,2349,
STATSNZ:AGR_AGR_001(1.0),6051,17,2002,1533,
STATSNZ:AGR_AGR_001(1.0),6051,17,2007,1267,
STATSNZ:AGR_AGR_001(1.0),6051,17,2017,1975,
STATSNZ:AGR_AGR_001(1.0),6051,19,2004,11955,
STATSNZ:AGR_AGR_001(1.0),6051,2,2006,931,
STATSNZ:AGR_AGR_001(1.0),6051,2,2011,847,
STATSNZ:AGR_AGR_001(1.0),6051,20,2016,37825,
STATSNZ:AGR_AGR_001(1.0),6051,5,2013,3247,
STATSNZ:AGR_AGR_001(1.0),6051,5,2018,2666,
STATSNZ:AGR_AGR_001(1.0),6051,7,2012,51,
STATSNZ:AGR_AGR_001(1.0),6052,1,2018,5518995,
STATSNZ:AGR_AGR_001(1.0),6052,10,2004,16648400,
STATSNZ:AGR_AGR_001(1.0),6052,10,2017,20935117,
STATSNZ:AGR_AGR_001(1.0),6052,13,2011,809329,
STATSNZ:AGR_AGR_001(1.0),6052,16,2013,1192484,
STATSNZ:AGR_AGR_001(1.0),6052,18,2012,0,
STATSNZ:AGR_AGR_001(1.0),6052,19,2012,5323026,
STATSNZ:AGR_AGR_001(1.0),6052,19,2014,4996303,
STATSNZ:AGR_AGR_001(1.0),6052,2,2016,613106,
STATSNZ:AGR_AGR_001(1.0),6052,3,2014,4696843,
STATSNZ:AGR_AGR_001(1.0),6052,4,2010,5470087,
STATSNZ:AGR_AGR_001(1.0),6052,4,2015,5384205,
STATSNZ:AGR_AGR_001(1.0),6052,5,2010,1328211,
STATSNZ:AGR_AGR_001(1.0),6052,6,2006,1198147,
STATSNZ:AGR_AGR_001(1.0),6052,6,2011,1933867,
STATSNZ:AGR_AGR_001(1.0),6052,8,2013,1267329,
STATSNZ:AGR_AGR_001(1.0),6052,9,2018,930871,
STATSNZ:AGR_AGR_001(1.0),6053,1,2005,2956,
STATSNZ:AGR_AGR_001(1.0),6053,11,2017,1352,
STATSNZ:AGR_AGR_001(1.0),6053,12,2013,,c
STATSNZ:AGR_AGR_001(1.0),6053,12,2018,,s
STATSNZ:AGR_AGR_001(1.0),6053,13,2003,1139,
STATSNZ:AGR_AGR_001(1.0),6053,13,2016,1882,
STATSNZ:AGR_AGR_001(1.0),6053,14,2012,747,
STATSNZ:AGR_AGR_001(1.0),6053,15,2015,3588,
STATSNZ:AGR_AGR_001(1.0),6053,16,2008,2596,
STATSNZ:AGR_AGR_001(1.0),6053,17,2006,886,
STATSNZ:AGR_AGR_001(1.0),6053,19,2006,11994,
STATSNZ:AGR_AGR_001(1.0),6053,2,2005,1008,
STATSNZ:AGR_AGR_001(1.0),6053,20,2003,49446,
STATSNZ:AGR_AGR_001(1.0),6053,3,2004,11410,
STATSNZ:AGR_AGR_001(1.0),6053,4,2017,11193,
STATSNZ:AGR_AGR_001(1.0),6053,5,2018,3901,
STATSNZ:AGR_AGR_001(1.0),6053,6,2016,1145,
STATSNZ:AGR_AGR_001(1.0),6053,7,2014,266,
STATSNZ:AGR_AGR_001(1.0),6053,8,2010,2701,
STATSNZ:AGR_AGR_001(1.0),6053,8,2015,1392,
STATSNZ:AGR_AGR_001(1.0),6050,10,2017,2897,
STATSNZ:AGR_AGR_001(1.0),6050,12,2018,0,
STATSNZ:AGR_AGR_001(1.0),6050,14,2018,14,
STATSNZ:AGR_AGR_001(1.0),6050,17,2016,27,
STATSNZ:AGR_AGR_001(1.0),6050,19,2011,1705,
STATSNZ:AGR_AGR_001(1.0),6050,2,2006,139,
STATSNZ:AGR_AGR_001(1.0),6050,2,2016,,s
STATSNZ:AGR_AGR_001(1.0),6050,2,2017,68,
STATSNZ:AGR_AGR_001(1.0),6050,20,2007,2580,
STATSNZ:AGR_AGR_001(1.0),6050,3,2004,643,
STATSNZ:AGR_AGR_001(1.0),6050,6,2002,1682,
STATSNZ:AGR_AGR_001(1.0),6051,1,2002,2001,
STATSNZ:AGR_AGR_001(1.0),6051,10,2004,32683,
STATSNZ:AGR_AGR_001(1.0),6051,10,2005,29406,
STATSNZ:AGR_AGR_001(1.0),6051,11,2018,1869,
STATSNZ:AGR_AGR_001(1.0),6051,19,2006,10532,
STATSNZ:AGR_AGR_001(1.0),6051,2,2004,1854,
STATSNZ:AGR_AGR_001(1.0),6051,20,2012,40247,
STATSNZ:AGR_AGR_001(1.0),6051,3,2002,11285,
STATSNZ:AGR_AGR_001(1.0),6051,3,2011,6115,
STATSNZ:AGR_AGR_001(1.0),6051,7,2018,360,
STATSNZ:AGR_AGR_001(1.0),6051,8,2010,1796,
STATSNZ:AGR_AGR_001(1.0),6051,9,2018,2652,
STATSNZ:AGR_AGR_001(1.0),6052,10,2002,15805790,
STATSNZ:AGR_AGR_001(1.0),6052,10,2011,18645584,
STATSNZ:AGR_AGR_001(1.0),6052,15,2011,818545,
STATSNZ:AGR_AGR_001(1.0),6052,19,2005,4736965,
STATSNZ:AGR_AGR_001(1.0),6052,2,2009,591509,
STATSNZ:AGR_AGR_001(1.0),6052,2,2018,284880,
STATSNZ:AGR_AGR_001(1.0),6052,4,2008,4353072,
STATSNZ:AGR_AGR_001(1.0),6052,4,2018,5678407,
STATSNZ:AGR_AGR_001(1.0),6052,6,2007,1410268,
STATSNZ:AGR_AGR_001(1.0),6052,6,2018,2058797,
STATSNZ:AGR_AGR_001(1.0),6052,9,2006,385288,
STATSNZ:AGR_AGR_001(1.0),6053,1,2007,3054,
STATSNZ:AGR_AGR_001(1.0),6053,1,2008,3846,
STATSNZ:AGR_AGR_001(1.0),6053,1,2018,11834,
STATSNZ:AGR_AGR_001(1.0),6053,12,2011,289,
STATSNZ:AGR_AGR_001(1.0),6053,16,2018,2904,
STATSNZ:AGR_AGR_001(1.0),6053,18,2018,0,
STATSNZ:AGR_AGR_001(1.0),6053,19,2002,12497,
STATSNZ:AGR_AGR_001(1.0),6053,20,2008,42680,
STATSNZ:AGR_AGR_001(1.0),6053,20,2009,40004,
STATSNZ:AGR_AGR_001(1.0),6053,20,2018,62103,
STATSNZ:AGR_AGR_001(1.0),6053,3,2007,7170,
STATSNZ:AGR_AGR_001(1.0),6053,4,2006,8392,
STATSNZ:AGR_AGR_001(1.0),6050,1,2014,,c
STATSNZ:AGR_AGR_001(1.0),6050,10,2006,1837,
STATSNZ:AGR_AGR_001(1.0),6050,11,2014,29,
STATSNZ:AGR_AGR_001(1.0),6050,12,2012,0,
STATSNZ:AGR_AGR_001(1.0),6050,15,2017,554,
STATSNZ:AGR_AGR_001(1.0),6050,16,2005,582,
